energy,s016,s017,s018,s019,s020,s021,s022,mean
2.475940000000000055e+03,5.239426999999999834e-01,5.416301000000000032e-01,4.965437999999999796e-01,5.725681999999999716e-01,4.746159999999999823e-01,5.441958999999999547e-01,5.462681000000000342e-01,5.285378285714286140e-01
2.476190000000000055e+03,5.148171999999999748e-01,5.507954999999999934e-01,5.100424999999999542e-01,5.135201999999999822e-01,4.885231999999999908e-01,5.158177000000000456e-01,5.413031999999999844e-01,5.192599285714285529e-01
2.476430000000000291e+03,6.031706999999999486e-01,5.093155999999999795e-01,5.168819999999999526e-01,6.158516000000000545e-01,5.725238000000000271e-01,5.814920000000000089e-01,6.019037000000000415e-01,5.715913428571427479e-01
2.476670000000000073e+03,6.013714000000000004e-01,5.760066999999999826e-01,6.117877999999999927e-01,6.305197000000000163e-01,6.246249999999999858e-01,6.312254000000000476e-01,7.549392000000000325e-01,6.329250285714286273e-01
2.476919999999999618e+03,5.978679999999999550e-01,6.107911000000000312e-01,6.945025999999999700e-01,6.026538999999999646e-01,6.741173000000000304e-01,6.449831999999999788e-01,6.771606999999999488e-01,6.431538285714284431e-01
2.477159999999999854e+03,7.107869999999999466e-01,7.411590999999999596e-01,7.541063000000000072e-01,6.921846000000000387e-01,6.935997000000000412e-01,7.792206000000000410e-01,8.470347000000000293e-01,7.454417142857143741e-01
2.477409999999999854e+03,7.334102000000000121e-01,7.024042000000000341e-01,7.483771999999999647e-01,8.119229999999999503e-01,7.909156000000000519e-01,7.996052000000000159e-01,7.875339000000000089e-01,7.677384714285714340e-01
2.477650000000000091e+03,7.553838000000000497e-01,8.385477999999999543e-01,8.508493000000000306e-01,8.598788000000000542e-01,7.231414000000000453e-01,7.566370999999999514e-01,7.844096999999999875e-01,7.955497000000001373e-01
2.477900000000000091e+03,7.924198000000000075e-01,8.636205999999999605e-01,8.407989999999999631e-01,8.642838000000000465e-01,8.229840999999999962e-01,8.727373000000000491e-01,7.512984000000000329e-01,8.297347142857142144e-01
2.478139999999999873e+03,7.313247999999999971e-01,8.297033999999999798e-01,8.382406000000000024e-01,7.954767000000000365e-01,8.431146999999999947e-01,8.344643999999999950e-01,9.355632999999999866e-01,8.296982714285714433e-01
2.478389999999999873e+03,8.228123000000000520e-01,8.528887000000000551e-01,8.322538999999999909e-01,8.080526000000000098e-01,8.437689000000000439e-01,8.764910000000000201e-01,8.123120999999999814e-01,8.355113571428570696e-01
2.478630000000000109e+03,7.436641000000000501e-01,8.580706000000000166e-01,8.695477000000000345e-01,8.144335000000000324e-01,7.388664999999999816e-01,8.106782999999999628e-01,8.760809999999999986e-01,8.159059571428572966e-01
2.478880000000000109e+03,8.289969000000000365e-01,7.520038000000000000e-01,7.949201000000000183e-01,8.076282999999999657e-01,8.148634000000000155e-01,7.802350000000000119e-01,8.386953999999999798e-01,8.024775571428571785e-01
2.479119999999999891e+03,7.728471999999999564e-01,8.558210000000000539e-01,8.002542999999999740e-01,6.854550000000000365e-01,8.076191000000000342e-01,8.431079000000000212e-01,7.200750999999999680e-01,7.835970857142856572e-01
2.479369999999999891e+03,8.043181999999999832e-01,8.269016999999999618e-01,8.323283000000000209e-01,8.340005999999999808e-01,7.988382000000000538e-01,8.561853999999999854e-01,8.381172999999999540e-01,8.272413857142856264e-01
2.479620000000000346e+03,8.376540999999999570e-01,8.558031999999999861e-01,8.882347000000000437e-01,8.432988000000000151e-01,7.914558000000000426e-01,8.513625000000000220e-01,8.246181000000000205e-01,8.417753142857142823e-01
2.479860000000000127e+03,8.016429999999999945e-01,8.648670999999999998e-01,8.479132000000000335e-01,9.076195999999999708e-01,8.234582999999999764e-01,8.996454999999999869e-01,9.869584999999999608e-01,8.760150285714285445e-01
2.480109999999999673e+03,9.291774000000000422e-01,9.755044999999999966e-01,9.259005999999999625e-01,9.621480999999999506e-01,9.472549000000000108e-01,8.964018999999999737e-01,9.573895000000000044e-01,9.419681285714284202e-01
2.480349999999999909e+03,1.052345000000000086e+00,1.078354000000000035e+00,9.459267999999999565e-01,1.070146999999999959e+00,1.089550000000000018e+00,1.073668000000000067e+00,1.044275999999999982e+00,1.050609542857142698e+00
2.480599999999999909e+03,1.221735000000000015e+00,1.235184000000000060e+00,1.170428000000000024e+00,1.274226999999999999e+00,1.266061000000000103e+00,1.199468999999999896e+00,1.260804000000000036e+00,1.232558285714285606e+00
2.480850000000000364e+03,1.284421000000000035e+00,1.468502999999999892e+00,1.371874999999999956e+00,1.489039999999999919e+00,1.407089999999999952e+00,1.424228000000000049e+00,1.475516999999999967e+00,1.417239142857142919e+00
2.481090000000000146e+03,1.750623000000000040e+00,1.865542000000000034e+00,1.832821999999999951e+00,1.842762999999999929e+00,1.803183999999999898e+00,1.767384000000000066e+00,1.861328000000000094e+00,1.817663714285714160e+00
2.481339999999999691e+03,2.504240999999999939e+00,2.235301000000000204e+00,2.512443999999999900e+00,2.494845000000000201e+00,2.252869000000000010e+00,2.390451999999999799e+00,2.437961000000000045e+00,2.404016142857142935e+00
2.481579999999999927e+03,3.247276999999999969e+00,2.994514000000000120e+00,3.049913999999999792e+00,2.984863999999999962e+00,3.060074000000000183e+00,3.060799999999999965e+00,3.055600999999999789e+00,3.064720571428571017e+00
2.481829999999999927e+03,3.635641999999999818e+00,3.658576000000000050e+00,3.702984999999999971e+00,3.809067000000000203e+00,3.705712000000000117e+00,3.601837999999999873e+00,3.778595999999999844e+00,3.698916571428571665e+00
2.482079999999999927e+03,3.834150000000000169e+00,3.818325999999999887e+00,3.834639999999999826e+00,3.795242000000000004e+00,3.855640999999999874e+00,3.779771999999999910e+00,3.780753999999999948e+00,3.814075000000000326e+00
2.482320000000000164e+03,3.721033999999999953e+00,3.879500999999999866e+00,3.629815999999999931e+00,3.638967000000000063e+00,3.485920000000000130e+00,3.575026999999999955e+00,3.487118000000000162e+00,3.631054714285713914e+00
2.482570000000000164e+03,3.319161999999999946e+00,3.298474999999999824e+00,3.146329999999999849e+00,3.292183000000000082e+00,3.273737999999999815e+00,3.101570000000000160e+00,3.393904000000000032e+00,3.260765999999999831e+00
2.482819999999999709e+03,2.787831000000000170e+00,2.865231999999999779e+00,2.874159000000000130e+00,2.938000000000000167e+00,2.856120999999999910e+00,2.717912000000000106e+00,2.708571000000000062e+00,2.821117999999999792e+00
2.483059999999999945e+03,2.298756000000000022e+00,2.213557999999999915e+00,2.262484999999999857e+00,2.341575000000000184e+00,2.307984999999999953e+00,2.218335999999999864e+00,2.385728999999999989e+00,2.289774857142857112e+00
2.483309999999999945e+03,1.766918999999999906e+00,1.852489999999999970e+00,1.885175000000000045e+00,1.879159999999999942e+00,1.872344000000000008e+00,1.803347999999999951e+00,1.964013999999999927e+00,1.860492857142857170e+00
2.483560000000000400e+03,1.687192000000000025e+00,1.587806000000000051e+00,1.528485000000000094e+00,1.562159000000000075e+00,1.592521000000000075e+00,1.347366999999999981e+00,1.497158999999999907e+00,1.543241285714285871e+00
2.483809999999999945e+03,1.461657999999999902e+00,1.337482000000000060e+00,1.405626000000000042e+00,1.149623999999999979e+00,1.252239000000000102e+00,1.338497999999999966e+00,1.273865999999999943e+00,1.316999000000000253e+00
2.484049999999999727e+03,1.210069000000000061e+00,1.112484999999999946e+00,1.186830999999999969e+00,1.155145000000000088e+00,1.253714999999999913e+00,1.252763000000000071e+00,1.235748999999999986e+00,1.200965285714285624e+00
2.484300000000000182e+03,1.211945999999999968e+00,1.171748000000000012e+00,1.015775000000000095e+00,1.128749999999999920e+00,1.258108999999999922e+00,1.100648999999999988e+00,1.225324999999999998e+00,1.158900285714285605e+00
2.484550000000000182e+03,1.175302999999999987e+00,1.119286999999999921e+00,1.075843000000000105e+00,1.187335000000000029e+00,1.077617999999999965e+00,1.045593999999999912e+00,1.278602000000000016e+00,1.137083142857142848e+00
2.484799999999999727e+03,1.105949999999999989e+00,1.169712000000000085e+00,1.070211000000000023e+00,9.869105000000000238e-01,1.071309999999999985e+00,9.552112000000000380e-01,1.199464000000000086e+00,1.079824099999999953e+00
2.485039999999999964e+03,1.000836000000000059e+00,1.119833999999999996e+00,1.021652999999999922e+00,9.107053999999999983e-01,1.049738000000000060e+00,9.734882000000000257e-01,9.545420999999999490e-01,1.004399528571428668e+00
2.485289999999999964e+03,1.040743999999999891e+00,9.494879000000000513e-01,9.780465999999999882e-01,1.074605000000000032e+00,1.003330999999999973e+00,1.015363000000000016e+00,1.014652000000000109e+00,1.010889928571428564e+00
2.485539999999999964e+03,1.072281000000000040e+00,9.376934999999999576e-01,9.123761000000000232e-01,9.187077000000000160e-01,9.627518999999999938e-01,1.005230999999999986e+00,9.682749999999999968e-01,9.681880285714286050e-01
2.485789999999999964e+03,9.162422999999999540e-01,8.694555000000000478e-01,9.316468999999999445e-01,9.216832000000000358e-01,9.536710000000000464e-01,9.840389000000000497e-01,9.664791999999999828e-01,9.347452857142857230e-01
2.486029999999999745e+03,9.372447999999999890e-01,9.658172999999999897e-01,9.532412999999999581e-01,9.093339000000000283e-01,8.561809999999999699e-01,9.397465999999999875e-01,9.486689000000000371e-01,9.300334000000001211e-01
2.486279999999999745e+03,8.843898999999999511e-01,9.090413999999999994e-01,9.200112000000000290e-01,8.997916000000000247e-01,8.512113999999999514e-01,9.166104000000000473e-01,1.009995999999999894e+00,9.130074142857143027e-01
2.486530000000000200e+03,7.064793000000000323e-01,9.641256000000000270e-01,8.439927000000000401e-01,8.842750999999999806e-01,9.278085000000000360e-01,9.037819000000000269e-01,9.594498000000000193e-01,8.842732714285714835e-01
2.486780000000000200e+03,8.603547000000000278e-01,9.647845000000000448e-01,9.507803000000000226e-01,8.625985000000000458e-01,9.162426999999999655e-01,9.119150999999999785e-01,9.174948000000000548e-01,9.120243714285714010e-01
2.487029999999999745e+03,8.360275000000000345e-01,8.309973999999999972e-01,8.854473999999999956e-01,8.307752000000000470e-01,8.553827000000000513e-01,9.086412000000000377e-01,8.209897000000000444e-01,8.526087285714286645e-01
2.487280000000000200e+03,9.070846000000000187e-01,7.961662000000000461e-01,8.615578999999999876e-01,8.531317000000000483e-01,8.628251999999999589e-01,8.849462000000000161e-01,8.101903999999999773e-01,8.537003142857143567e-01
2.487519999999999982e+03,7.637728999999999768e-01,8.694140000000000201e-01,8.272631000000000290e-01,8.528179000000000176e-01,8.200191000000000008e-01,8.194979000000000013e-01,8.345441999999999583e-01,8.267613000000000323e-01
2.487769999999999982e+03,8.050808999999999882e-01,8.081386999999999876e-01,7.918752000000000013e-01,8.744364000000000026e-01,8.929369999999999807e-01,8.423243000000000258e-01,9.801935999999999982e-01,8.564265857142857596e-01
2.488019999999999982e+03,9.125064999999999982e-01,8.178022000000000347e-01,9.348748999999999532e-01,8.145672000000000468e-01,7.904113999999999862e-01,7.914659000000000555e-01,8.948382999999999754e-01,8.509237714285714516e-01
2.488269999999999982e+03,7.768570999999999671e-01,7.487924999999999720e-01,9.633947000000000482e-01,8.266025999999999652e-01,7.872303999999999968e-01,8.283114000000000310e-01,8.214939999999999465e-01,8.218118142857141484e-01
2.488519999999999982e+03,9.039148000000000183e-01,9.888481999999999550e-01,7.597667999999999644e-01,8.553226000000000440e-01,9.085541999999999785e-01,9.182078999999999658e-01,8.602448000000000317e-01,8.849799000000000415e-01
2.488769999999999982e+03,9.368872999999999784e-01,8.103765000000000551e-01,8.867237000000000036e-01,8.612503000000000242e-01,8.618048000000000375e-01,8.212410999999999461e-01,9.416641000000000039e-01,8.742782571428570071e-01
2.489019999999999982e+03,8.361110000000000486e-01,8.512207000000000523e-01,9.019595000000000251e-01,9.237579000000000207e-01,8.900141000000000302e-01,8.848065000000000513e-01,8.884301000000000004e-01,8.823285428571427946e-01
2.489269999999999982e+03,8.690358000000000249e-01,9.245813000000000503e-01,9.135035999999999712e-01,9.627291999999999517e-01,9.766344999999999610e-01,9.138102999999999643e-01,8.688854999999999773e-01,9.184543142857143350e-01
2.489519999999999982e+03,9.139781999999999629e-01,8.961190999999999462e-01,9.216309000000000307e-01,1.010219999999999896e+00,9.984336000000000322e-01,9.851807999999999677e-01,8.989527000000000490e-01,9.463593285714285708e-01
2.489769999999999982e+03,8.845269999999999522e-01,9.170606000000000035e-01,9.137840999999999880e-01,9.437491000000000074e-01,9.048028999999999655e-01,9.461608000000000240e-01,9.770324999999999704e-01,9.267310000000000825e-01
2.490009999999999764e+03,9.083655999999999953e-01,9.717352999999999685e-01,9.193759000000000237e-01,9.712254999999999638e-01,9.829006000000000132e-01,9.620750000000000135e-01,9.658088000000000228e-01,9.544980999999997939e-01
2.490260000000000218e+03,9.139007000000000103e-01,1.040270000000000028e+00,1.029409000000000018e+00,9.173187999999999898e-01,9.534909000000000301e-01,9.657862000000000391e-01,9.211232999999999782e-01,9.630426999999999182e-01
2.490510000000000218e+03,9.490895999999999777e-01,8.913111000000000228e-01,1.042589999999999906e+00,7.575688000000000422e-01,9.609754000000000351e-01,9.588860999999999635e-01,1.085240999999999900e+00,9.493802857142856766e-01
2.490759999999999764e+03,9.920598000000000471e-01,1.033741000000000021e+00,1.028961999999999932e+00,1.006558999999999982e+00,1.013384999999999980e+00,9.923604000000000314e-01,1.001447999999999894e+00,1.009787885714285682e+00
2.491010000000000218e+03,1.106009999999999938e+00,1.108781000000000017e+00,9.349722000000000310e-01,1.068327999999999944e+00,1.113869999999999916e+00,1.016723999999999961e+00,1.095191999999999943e+00,1.063411028571428663e+00
2.491260000000000218e+03,9.994956000000000396e-01,1.101485999999999965e+00,1.012489999999999890e+00,1.020656999999999925e+00,9.913872999999999713e-01,9.807285000000000030e-01,1.099177000000000071e+00,1.029345914285714203e+00
2.491509999999999764e+03,1.088683000000000067e+00,1.125105000000000022e+00,1.160279999999999978e+00,1.049441000000000068e+00,1.050848999999999922e+00,1.062893000000000088e+00,1.095726999999999896e+00,1.090425428571428546e+00
2.491760000000000218e+03,1.148377999999999899e+00,1.157691999999999943e+00,1.085801000000000016e+00,1.068484999999999907e+00,1.037338000000000093e+00,1.082074999999999898e+00,1.153942000000000023e+00,1.104815857142857016e+00
2.492010000000000218e+03,1.091083999999999943e+00,1.182349000000000094e+00,1.135990000000000055e+00,1.129372000000000043e+00,1.103239999999999998e+00,1.079560000000000075e+00,1.107958999999999916e+00,1.118507714285714272e+00
2.492259999999999764e+03,1.140786999999999995e+00,1.041272999999999893e+00,1.172935000000000061e+00,1.097066000000000097e+00,1.124924999999999953e+00,1.158128000000000046e+00,1.156905999999999990e+00,1.127431428571428418e+00
2.492509999999999764e+03,1.125051999999999941e+00,1.148752999999999913e+00,1.221514999999999906e+00,1.149588999999999972e+00,1.143686999999999898e+00,1.086940000000000017e+00,1.081090000000000106e+00,1.136660857142857139e+00
2.492760000000000218e+03,1.018008000000000024e+00,1.164007999999999932e+00,1.175057999999999936e+00,1.190571999999999964e+00,1.065085999999999977e+00,1.134493999999999891e+00,1.135474000000000094e+00,1.126100000000000101e+00
2.493019999999999982e+03,1.201017999999999919e+00,1.108970999999999929e+00,1.128120000000000012e+00,1.092956999999999956e+00,1.156296999999999908e+00,1.168137999999999899e+00,1.119926999999999895e+00,1.139346857142857106e+00
2.493269999999999982e+03,1.120886999999999967e+00,1.106038999999999994e+00,1.158385999999999916e+00,1.177351000000000036e+00,1.122038000000000091e+00,1.171734000000000053e+00,1.148266000000000009e+00,1.143528714285714232e+00
2.493519999999999982e+03,1.126654999999999962e+00,1.122641000000000000e+00,1.134347999999999912e+00,1.040410000000000057e+00,1.074214999999999920e+00,1.118500999999999967e+00,1.097159999999999913e+00,1.101990000000000025e+00
2.493769999999999982e+03,1.105730000000000102e+00,1.071509999999999962e+00,1.085120000000000084e+00,1.174689000000000094e+00,1.147540999999999922e+00,1.019419999999999993e+00,1.232766000000000028e+00,1.119539428571428630e+00
2.494019999999999982e+03,1.106843999999999939e+00,1.173154999999999948e+00,1.183505999999999947e+00,1.133939000000000030e+00,1.203664999999999985e+00,1.115329999999999933e+00,1.158339000000000008e+00,1.153539714285714224e+00
2.494270000000000437e+03,1.158304000000000000e+00,1.224725000000000064e+00,1.297126999999999919e+00,1.066753999999999980e+00,1.118868999999999891e+00,1.105647999999999964e+00,1.027892999999999946e+00,1.142759999999999998e+00
