energy,s055,s056,s057,s058,s059,mean
2.494019999999999982e+03,1.140860999999999903e+00,1.321789000000000103e+00,1.244220000000000104e+00,1.212248999999999910e+00,1.099736000000000047e+00,1.203771000000000146e+00
2.494270000000000437e+03,1.214614000000000082e+00,1.139037000000000077e+00,1.308990000000000098e+00,1.241579999999999906e+00,1.108800000000000008e+00,1.202604200000000123e+00
2.494519999999999982e+03,9.997574999999999656e-01,1.173402000000000056e+00,1.194037999999999933e+00,1.266599000000000030e+00,9.108030000000000292e-01,1.108919900000000069e+00
2.494769999999999982e+03,1.301136999999999988e+00,1.233333000000000013e+00,1.271427000000000085e+00,1.215530999999999917e+00,1.129192999999999891e+00,1.230124200000000112e+00
2.495019999999999982e+03,1.214909000000000017e+00,1.063784000000000063e+00,1.161243000000000025e+00,1.280799000000000021e+00,1.142975999999999992e+00,1.172742200000000068e+00
2.495269999999999982e+03,1.174679999999999946e+00,1.107174000000000103e+00,1.257171000000000038e+00,1.142776000000000014e+00,1.284318000000000071e+00,1.193223799999999946e+00
2.495530000000000200e+03,1.322999999999999954e+00,1.200450999999999935e+00,1.141075000000000061e+00,1.196776999999999980e+00,1.262814000000000103e+00,1.224823400000000007e+00
2.495779999999999745e+03,1.256191000000000058e+00,1.159348000000000045e+00,1.043339999999999934e+00,1.188442999999999916e+00,1.067236999999999991e+00,1.142911799999999811e+00
2.496030000000000200e+03,1.197292999999999941e+00,1.212042999999999981e+00,1.362455999999999889e+00,1.372432000000000096e+00,1.193462000000000023e+00,1.267537200000000031e+00
2.496280000000000200e+03,1.274318000000000062e+00,1.338136999999999910e+00,1.249548000000000103e+00,1.261131999999999920e+00,1.188682000000000016e+00,1.262363399999999913e+00
2.496529999999999745e+03,1.230529999999999902e+00,1.211594000000000060e+00,1.249976999999999894e+00,1.210113999999999912e+00,1.081485999999999947e+00,1.196740200000000032e+00
2.496789999999999964e+03,1.225637000000000087e+00,1.241675000000000084e+00,1.155858999999999970e+00,1.065028000000000086e+00,1.262874999999999970e+00,1.190214800000000128e+00
2.497039999999999964e+03,1.258010999999999990e+00,1.233508999999999967e+00,1.388025000000000064e+00,1.122327999999999992e+00,1.357026000000000066e+00,1.271779800000000016e+00
2.497289999999999964e+03,1.230305999999999900e+00,1.173049000000000008e+00,1.338856999999999964e+00,9.086007000000000389e-01,1.169016999999999973e+00,1.163965939999999977e+00
2.497539999999999964e+03,1.349021000000000026e+00,1.166959999999999997e+00,1.276324999999999932e+00,1.184919999999999973e+00,1.208053999999999961e+00,1.237055999999999933e+00
2.497789999999999964e+03,1.268021000000000065e+00,1.155929999999999902e+00,1.279131000000000018e+00,1.253287999999999958e+00,1.192876000000000047e+00,1.229849199999999865e+00
2.498050000000000182e+03,1.201227999999999962e+00,1.153980999999999923e+00,1.181712000000000096e+00,1.113469999999999960e+00,1.378641000000000005e+00,1.205806399999999945e+00
2.498300000000000182e+03,1.305927000000000060e+00,1.183653999999999984e+00,1.284451000000000009e+00,1.161979000000000095e+00,1.304883000000000015e+00,1.248178800000000255e+00
2.498549999999999727e+03,1.294504000000000099e+00,1.427651999999999921e+00,1.180341000000000085e+00,1.351900000000000102e+00,1.105475999999999903e+00,1.271974600000000066e+00
2.498800000000000182e+03,1.108246999999999982e+00,1.237487999999999921e+00,1.247900999999999927e+00,1.353636999999999979e+00,1.123412000000000077e+00,1.214137000000000022e+00
2.499059999999999945e+03,1.228334999999999955e+00,1.175111000000000017e+00,1.314885999999999999e+00,1.272872000000000003e+00,1.244442999999999966e+00,1.247129399999999944e+00
2.499309999999999945e+03,1.353577999999999948e+00,1.349415999999999949e+00,1.214035999999999893e+00,1.175955000000000084e+00,1.177313999999999972e+00,1.254059799999999836e+00
2.499559999999999945e+03,1.335115999999999969e+00,1.288242000000000109e+00,1.236758999999999942e+00,1.182817999999999925e+00,1.276102999999999987e+00,1.263807600000000031e+00
2.499820000000000164e+03,1.300499000000000072e+00,1.166214000000000084e+00,1.121636999999999995e+00,1.177891000000000021e+00,1.286936000000000080e+00,1.210635399999999917e+00
2.500070000000000164e+03,1.132201000000000013e+00,1.323633999999999977e+00,1.211789999999999923e+00,1.304912000000000072e+00,1.164228000000000041e+00,1.227353000000000138e+00
2.500319999999999709e+03,1.263630999999999949e+00,1.195637999999999979e+00,1.156816000000000066e+00,1.263814999999999911e+00,1.163883999999999919e+00,1.208756800000000187e+00
2.500579999999999927e+03,1.196989999999999998e+00,1.125110999999999972e+00,1.197727999999999904e+00,1.115506000000000109e+00,1.146886999999999990e+00,1.156444399999999817e+00
2.500829999999999927e+03,1.240450999999999970e+00,1.128873000000000015e+00,1.215391000000000110e+00,9.787711999999999524e-01,1.190773999999999999e+00,1.150852039999999965e+00
2.501079999999999927e+03,1.188832000000000111e+00,1.118660999999999905e+00,1.199950000000000072e+00,1.286947999999999981e+00,1.314402000000000070e+00,1.221758600000000028e+00
2.501339999999999691e+03,1.153488999999999987e+00,1.147755999999999998e+00,1.108613000000000071e+00,1.190644999999999953e+00,1.274375000000000036e+00,1.174975600000000009e+00
2.501590000000000146e+03,1.077620999999999940e+00,1.224042999999999992e+00,1.262896000000000019e+00,1.198979000000000017e+00,1.292392999999999903e+00,1.211186399999999885e+00
2.501849999999999909e+03,1.170728999999999909e+00,1.269927999999999946e+00,1.172198999999999991e+00,1.178771999999999931e+00,1.183983000000000008e+00,1.195122199999999690e+00
2.502099999999999909e+03,1.023295999999999983e+00,1.063800000000000079e+00,1.109715999999999925e+00,1.238920999999999939e+00,1.282065000000000010e+00,1.143559599999999898e+00
2.502349999999999909e+03,1.055439000000000016e+00,1.126972000000000085e+00,9.558545999999999987e-01,1.049681000000000086e+00,1.234569999999999945e+00,1.084503320000000048e+00
