energy,s002,s003,s004,s005,s006,s007,mean
2.465519999999999982e+03,-1.229942000000000014e-02,1.649720000000000006e-02,3.382734999999999909e-02,-3.032987000000000009e-03,2.041928999999999966e-02,-3.832109000000000210e-03,8.596553999999999307e-03
2.465759999999999764e+03,-2.802905999999999974e-03,-8.225421000000000338e-04,8.461750000000000521e-03,1.711473999999999981e-02,1.508672999999999959e-02,-1.222657000000000084e-02,4.135200316666667181e-03
2.466000000000000000e+03,1.320909999999999966e-02,1.401489000000000033e-02,-1.601040999999999923e-02,-1.316353999999999962e-02,1.372236999999999936e-02,1.424404999999999942e-02,4.336076666666666656e-03
2.466239999999999782e+03,9.636023000000000505e-03,-1.534107000000000005e-02,8.486189999999999359e-03,1.238107999999999917e-02,4.598867999999999880e-03,1.159263999999999954e-02,5.225621833333332633e-03
2.466479999999999563e+03,1.715213000000000154e-02,1.224346999999999935e-02,1.615911000000000083e-02,3.136154000000000025e-02,-7.488171000000000063e-03,9.869918000000000094e-03,1.321633283333333193e-02
2.466719999999999800e+03,2.267341999999999969e-02,2.377806000000000017e-02,9.379775999999999392e-03,2.810303000000000107e-02,4.706472999999999907e-02,1.400815000000000046e-02,2.416786099999999882e-02
2.466960000000000036e+03,1.293069999999999983e-02,1.982607999999999940e-02,1.054306999999999987e-02,6.791939000000000309e-03,2.825010000000000021e-02,1.630494999999999861e-02,1.577447316666666724e-02
2.467200000000000273e+03,2.487887000000000084e-02,1.159598000000000052e-02,1.798976000000000091e-03,1.101739000000000017e-02,1.636548999999999990e-02,2.050352000000000077e-02,1.436003766666666716e-02
2.467449999999999818e+03,3.227423000000000097e-02,2.891058999999999990e-02,1.363786999999999985e-02,1.661614000000000146e-02,2.884723000000000148e-02,1.346203999999999977e-02,2.229135000000000144e-02
2.467690000000000055e+03,4.035119999999999679e-02,4.137318000000000245e-02,3.682799999999999963e-02,2.065762999999999974e-02,2.515772000000000147e-02,2.052259000000000028e-02,3.081505333333333166e-02
2.467929999999999836e+03,5.421296999999999922e-02,3.415127999999999914e-02,-6.834357999999999579e-03,5.047349999999999753e-02,2.063757999999999912e-02,4.372436999999999852e-02,3.272755699999999740e-02
2.468170000000000073e+03,7.392769999999999897e-02,8.073789000000000660e-02,8.356489000000000278e-02,9.750161000000000244e-02,6.059728000000000336e-02,8.225854000000000499e-02,7.976465166666667217e-02
2.468409999999999854e+03,1.027886999999999967e-01,8.970691999999999555e-02,7.508731999999999907e-02,1.463363000000000025e-01,1.085630000000000067e-01,1.390561999999999909e-01,1.102564066666666537e-01
2.468649999999999636e+03,2.423190000000000066e-01,1.661983999999999961e-01,1.334826000000000068e-01,1.897473000000000076e-01,1.723323999999999967e-01,2.297134999999999871e-01,1.889655333333333243e-01
2.468889999999999873e+03,1.576923000000000075e-01,1.609966999999999926e-01,8.484271999999999647e-02,1.940114000000000005e-01,1.650731000000000004e-01,2.220456000000000096e-01,1.641103033333333183e-01
2.469139999999999873e+03,9.718108999999999775e-02,1.600709999999999911e-01,5.340697999999999973e-02,1.394451999999999914e-01,1.576795000000000002e-01,9.950216000000000616e-02,1.178809883333333253e-01
2.469380000000000109e+03,7.535284999999999900e-02,8.326427000000000134e-02,1.178156999999999954e-01,1.206197999999999992e-01,1.119798000000000043e-01,1.145020000000000066e-01,1.039224033333333436e-01
2.469619999999999891e+03,8.241442999999999686e-02,9.516376000000000002e-02,8.548148999999999331e-02,9.591152000000000011e-02,6.909226000000000256e-02,1.220973000000000058e-01,9.169346000000000441e-02
2.469860000000000127e+03,1.374794000000000016e-01,1.473285000000000011e-01,1.414177000000000073e-01,1.359664999999999901e-01,1.107180999999999998e-01,1.583052000000000070e-01,1.385359000000000174e-01
2.470099999999999909e+03,2.022536000000000056e-01,1.842992999999999992e-01,1.718912999999999969e-01,1.654715999999999965e-01,1.296502999999999961e-01,2.308165000000000078e-01,1.807304333333333013e-01
2.470349999999999909e+03,2.373686999999999880e-01,2.792400999999999911e-01,2.599136000000000224e-01,2.661707999999999852e-01,2.795609000000000011e-01,3.795958999999999861e-01,2.836416666666666253e-01
2.470590000000000146e+03,3.868293999999999899e-01,3.955771000000000148e-01,3.027605999999999908e-01,3.883233999999999853e-01,2.954363999999999879e-01,3.631557000000000257e-01,3.553470999999999713e-01
2.470829999999999927e+03,3.504800000000000137e-01,4.034827999999999748e-01,3.262882999999999756e-01,3.923053000000000234e-01,3.564668999999999754e-01,4.397262000000000115e-01,3.781249166666666994e-01
2.471070000000000164e+03,3.310606999999999855e-01,4.243138000000000187e-01,2.942571999999999965e-01,4.345199000000000145e-01,4.047311000000000103e-01,4.828027999999999764e-01,3.952809166666666485e-01
2.471320000000000164e+03,4.308987000000000234e-01,4.550352999999999759e-01,4.090437000000000101e-01,3.208975000000000022e-01,3.699988000000000166e-01,4.567470000000000141e-01,4.071035000000000070e-01
2.471560000000000400e+03,4.021258999999999806e-01,4.407600999999999880e-01,2.422732999999999970e-01,3.385224000000000011e-01,3.303068000000000115e-01,4.328068999999999944e-01,3.644658999999999538e-01
2.471800000000000182e+03,4.608199000000000045e-01,5.418779000000000234e-01,3.968466999999999967e-01,4.723528000000000171e-01,3.410695999999999728e-01,4.466198000000000112e-01,4.432644500000000320e-01
2.472039999999999964e+03,3.215592999999999924e-01,4.851376000000000022e-01,3.664800999999999753e-01,3.935825000000000018e-01,3.839713000000000154e-01,5.400004999999999944e-01,4.151218833333332747e-01
2.472289999999999964e+03,4.307430999999999899e-01,4.641402000000000028e-01,2.355196999999999985e-01,3.823485999999999829e-01,3.572150000000000047e-01,4.026080000000000214e-01,3.787624333333333149e-01
2.472529999999999745e+03,4.367856999999999990e-01,4.319983000000000017e-01,2.942629999999999968e-01,4.083401999999999865e-01,4.028017999999999876e-01,4.940545000000000075e-01,4.113739166666666169e-01
2.472769999999999982e+03,3.755571999999999799e-01,3.886518999999999946e-01,3.678945000000000132e-01,3.084804999999999908e-01,3.747475000000000112e-01,4.386906999999999890e-01,3.756703833333333020e-01
2.473019999999999982e+03,3.310161999999999827e-01,3.614627000000000256e-01,3.538767999999999914e-01,3.907551000000000219e-01,2.614497000000000071e-01,4.475704999999999822e-01,3.576885000000000203e-01
2.473259999999999764e+03,4.083212999999999981e-01,3.706703000000000081e-01,3.736141000000000045e-01,4.010728000000000071e-01,3.345835999999999810e-01,3.617466999999999766e-01,3.750014666666667273e-01
2.473500000000000000e+03,4.408446999999999782e-01,5.135034000000000542e-01,3.677425999999999751e-01,4.263720999999999761e-01,3.336709999999999954e-01,5.079620000000000246e-01,4.316826333333332877e-01
2.473750000000000000e+03,4.258700999999999737e-01,3.627837999999999896e-01,3.462106999999999823e-01,4.631762999999999852e-01,3.361476999999999937e-01,4.928204999999999947e-01,4.045015166666666162e-01
2.473990000000000236e+03,3.386315999999999771e-01,3.595946999999999893e-01,3.558465000000000100e-01,3.880249000000000059e-01,4.082698000000000160e-01,4.410575999999999941e-01,3.819041833333333691e-01
2.474230000000000018e+03,3.722067000000000014e-01,3.724095000000000044e-01,4.009900000000000131e-01,4.011024000000000256e-01,3.541383000000000170e-01,4.646754000000000162e-01,3.942537166666666981e-01
2.474479999999999563e+03,3.940049999999999941e-01,3.494334000000000051e-01,3.116531000000000162e-01,3.356695000000000095e-01,4.120896000000000003e-01,4.573497999999999730e-01,3.767000666666666664e-01
2.474720000000000255e+03,3.304951999999999890e-01,3.284664999999999946e-01,2.817797000000000218e-01,3.188451999999999953e-01,3.895987000000000200e-01,3.704386000000000068e-01,3.366039833333333564e-01
2.474960000000000036e+03,3.596633000000000191e-01,3.670422999999999880e-01,2.741309000000000107e-01,2.461795999999999984e-01,2.691357999999999806e-01,2.996714999999999796e-01,3.026372333333333664e-01
2.475210000000000036e+03,2.206501999999999908e-01,3.248062999999999922e-01,2.997714000000000212e-01,3.126535999999999760e-01,2.651277000000000217e-01,3.111152999999999835e-01,2.890207499999999929e-01
2.475449999999999818e+03,3.334502999999999773e-01,3.383890999999999982e-01,3.141129999999999756e-01,3.175373000000000223e-01,3.409918000000000116e-01,3.370131000000000099e-01,3.302491000000000176e-01
2.475699999999999818e+03,2.548739999999999895e-01,3.307150999999999841e-01,2.273156000000000065e-01,2.778321000000000263e-01,2.676708999999999894e-01,3.387864999999999904e-01,2.828657000000000532e-01
2.475940000000000055e+03,3.273389999999999911e-01,3.270113000000000048e-01,2.814702000000000037e-01,3.397638000000000047e-01,2.725839999999999930e-01,3.461291000000000229e-01,3.157162333333333182e-01
2.476190000000000055e+03,3.747113000000000249e-01,2.905507999999999980e-01,3.718063999999999814e-01,2.876118999999999759e-01,3.463944999999999941e-01,3.119143999999999806e-01,3.304982166666666776e-01
2.476430000000000291e+03,3.619551999999999770e-01,3.527889000000000164e-01,2.225634999999999974e-01,3.649619000000000058e-01,3.444989999999999997e-01,3.722851999999999828e-01,3.365089499999999734e-01
2.476670000000000073e+03,4.019036000000000275e-01,4.124325999999999826e-01,3.802793999999999897e-01,3.649312000000000111e-01,3.564078999999999997e-01,4.047094999999999998e-01,3.867773666666666776e-01
2.476919999999999618e+03,4.645955999999999975e-01,4.191277999999999948e-01,4.132332000000000227e-01,4.076294999999999780e-01,4.451824999999999810e-01,4.021724999999999883e-01,4.253235166666666789e-01
2.477159999999999854e+03,4.425818000000000252e-01,4.549308000000000241e-01,4.113705999999999752e-01,4.708138000000000045e-01,4.262063999999999853e-01,5.339629999999999654e-01,4.566444000000000059e-01
2.477409999999999854e+03,4.247757999999999812e-01,5.021282000000000245e-01,4.096698999999999757e-01,5.798796999999999979e-01,4.975037999999999960e-01,5.472677000000000236e-01,4.935375166666666202e-01
2.477650000000000091e+03,5.141845999999999917e-01,5.391643000000000407e-01,5.022750999999999744e-01,5.744131000000000098e-01,5.846867999999999510e-01,6.024933999999999568e-01,5.528695500000000429e-01
2.477900000000000091e+03,5.803479000000000276e-01,6.250592999999999844e-01,6.081849999999999756e-01,4.982145000000000046e-01,5.601009000000000126e-01,6.719859000000000249e-01,5.906489166666667456e-01
2.478139999999999873e+03,6.514480000000000270e-01,6.470034000000000063e-01,5.748769000000000240e-01,5.991233999999999726e-01,5.152560000000000473e-01,7.058661000000000518e-01,6.155956333333333363e-01
2.478389999999999873e+03,5.197186999999999779e-01,5.127796999999999494e-01,6.071929000000000354e-01,6.107069999999999999e-01,5.575940999999999814e-01,6.412284000000000317e-01,5.748701333333333663e-01
2.478630000000000109e+03,5.768862999999999630e-01,5.295952000000000437e-01,5.607290999999999803e-01,5.892657999999999507e-01,5.143522000000000372e-01,6.380573000000000494e-01,5.681476500000001151e-01
2.478880000000000109e+03,5.962224000000000412e-01,6.050006999999999469e-01,4.810250999999999832e-01,6.120516999999999763e-01,6.370595999999999481e-01,5.546687000000000145e-01,5.810047000000000406e-01
2.479119999999999891e+03,5.988489000000000173e-01,5.473137999999999614e-01,6.323229999999999684e-01,6.238470000000000404e-01,5.899815999999999949e-01,6.785763999999999685e-01,6.118151166666666585e-01
2.479369999999999891e+03,6.609241999999999617e-01,7.032542000000000515e-01,6.020864999999999689e-01,7.005036000000000040e-01,6.645024999999999959e-01,6.552126999999999812e-01,6.644139500000000309e-01
2.479620000000000346e+03,7.518930999999999809e-01,6.699836999999999598e-01,6.058191000000000548e-01,6.394594999999999585e-01,7.321130999999999611e-01,7.135517999999999583e-01,6.854700500000000529e-01
2.479860000000000127e+03,8.324335999999999958e-01,7.199008000000000074e-01,7.382516999999999552e-01,8.107514999999999583e-01,7.259723000000000148e-01,7.462585000000000468e-01,7.622613999999998668e-01
2.480109999999999673e+03,9.456569999999999698e-01,9.265942999999999818e-01,9.838236000000000203e-01,9.105315000000000492e-01,1.028146999999999922e+00,8.492604999999999738e-01,9.406689833333331530e-01
2.480349999999999909e+03,1.089938999999999991e+00,1.098929999999999962e+00,1.227103000000000055e+00,1.024720000000000075e+00,1.209473000000000020e+00,1.090575999999999990e+00,1.123456833333333238e+00
2.480599999999999909e+03,1.315248999999999890e+00,1.266615000000000046e+00,1.387011999999999912e+00,1.355591999999999908e+00,1.350341000000000014e+00,1.337919000000000080e+00,1.335454666666666457e+00
2.480850000000000364e+03,1.561458999999999930e+00,1.529188999999999909e+00,1.522088000000000108e+00,1.803609000000000018e+00,1.616335000000000077e+00,1.568060999999999927e+00,1.600123499999999810e+00
2.481090000000000146e+03,2.064433999999999880e+00,1.965500000000000025e+00,2.113598999999999783e+00,2.191161000000000136e+00,2.258849999999999802e+00,1.980105000000000004e+00,2.095608166666666161e+00
2.481339999999999691e+03,2.804810999999999943e+00,2.631232999999999933e+00,2.935382000000000158e+00,2.675826999999999956e+00,2.767564000000000135e+00,2.792365000000000208e+00,2.767863666666666944e+00
2.481579999999999927e+03,3.640889000000000042e+00,3.275488999999999873e+00,3.764988999999999919e+00,3.576389999999999958e+00,3.701217000000000201e+00,3.513827000000000034e+00,3.578800166666666893e+00
2.481829999999999927e+03,4.199282000000000181e+00,4.370905999999999736e+00,4.112358000000000402e+00,4.108247000000000426e+00,4.128212999999999688e+00,4.226422999999999597e+00,4.190904833333333634e+00
2.482079999999999927e+03,4.754997999999999614e+00,4.270634000000000263e+00,4.587048000000000236e+00,4.230014999999999858e+00,4.380297999999999803e+00,4.568910999999999945e+00,4.465317333333333139e+00
2.482320000000000164e+03,4.438850999999999658e+00,4.355377999999999972e+00,4.113688999999999929e+00,4.120395000000000252e+00,4.069552999999999976e+00,4.323404000000000025e+00,4.236878333333332414e+00
2.482570000000000164e+03,4.206966999999999679e+00,4.002355999999999803e+00,4.019557999999999964e+00,3.681141999999999914e+00,3.599689000000000139e+00,4.010441000000000145e+00,3.920025499999999941e+00
2.482819999999999709e+03,3.474042999999999992e+00,3.343808000000000114e+00,3.385066999999999826e+00,3.126164999999999861e+00,3.335176999999999836e+00,3.394600000000000062e+00,3.343143333333333356e+00
2.483059999999999945e+03,2.737782999999999856e+00,2.838960000000000150e+00,2.782637999999999945e+00,2.739758000000000138e+00,2.620683999999999791e+00,2.697575000000000056e+00,2.736233000000000359e+00
2.483309999999999945e+03,2.273765000000000036e+00,2.103209999999999802e+00,2.003356999999999832e+00,1.945357000000000003e+00,2.294624999999999915e+00,2.108277000000000179e+00,2.121431833333332850e+00
2.483560000000000400e+03,1.860776999999999903e+00,1.648052999999999990e+00,1.838074999999999903e+00,1.850891999999999982e+00,1.847733000000000070e+00,1.590349999999999930e+00,1.772646666666666704e+00
2.483809999999999945e+03,1.523217999999999961e+00,1.318665999999999894e+00,1.426943000000000072e+00,1.582111000000000045e+00,1.349738000000000104e+00,1.553685999999999900e+00,1.459060333333333404e+00
2.484049999999999727e+03,9.721610000000000529e-01,1.283997000000000055e+00,1.375536000000000092e+00,1.302265000000000006e+00,1.392694000000000099e+00,1.169267999999999974e+00,1.249320166666666676e+00
2.484300000000000182e+03,1.215228999999999893e+00,1.152374999999999927e+00,1.358298000000000005e+00,9.939145999999999814e-01,9.865144000000000135e-01,1.153691000000000022e+00,1.143337000000000048e+00
2.484550000000000182e+03,9.663513999999999715e-01,1.111261000000000054e+00,1.122128999999999932e+00,1.112446000000000046e+00,9.820392999999999484e-01,1.105228000000000099e+00,1.066575783333333360e+00
2.484799999999999727e+03,1.108432000000000084e+00,9.457881999999999678e-01,9.994522999999999602e-01,1.047697000000000100e+00,1.114700000000000024e+00,1.033247000000000027e+00,1.041552750000000138e+00
2.485039999999999964e+03,1.005819999999999936e+00,8.694918000000000369e-01,9.000631999999999522e-01,9.666232999999999631e-01,9.373865000000000114e-01,9.340376000000000234e-01,9.355703999999999132e-01
2.485289999999999964e+03,9.941332999999999975e-01,7.650637999999999606e-01,9.016336999999999824e-01,8.456251000000000184e-01,1.021981999999999946e+00,1.038092999999999932e+00,9.277551499999999729e-01
2.485539999999999964e+03,9.653266999999999820e-01,8.729751999999999512e-01,9.671695999999999627e-01,9.448427000000000353e-01,9.359102999999999728e-01,1.085787000000000058e+00,9.620019166666665678e-01
2.485789999999999964e+03,8.312368999999999453e-01,7.846834999999999782e-01,8.280007000000000339e-01,1.023238000000000092e+00,6.833329999999999682e-01,9.422924999999999773e-01,8.487974333333333510e-01
2.486029999999999745e+03,8.189456999999999987e-01,8.839306999999999581e-01,7.798492000000000202e-01,8.334954999999999448e-01,1.110290999999999917e+00,9.005480000000000151e-01,8.878433499999999201e-01
2.486279999999999745e+03,8.609936999999999729e-01,6.905753000000000030e-01,8.808378000000000041e-01,9.570632999999999502e-01,8.913391000000000508e-01,8.466346000000000149e-01,8.545739666666665180e-01
2.486530000000000200e+03,9.611313999999999691e-01,8.065788000000000402e-01,9.795762000000000080e-01,8.231572999999999807e-01,9.392481000000000302e-01,8.366432000000000313e-01,8.910558333333334913e-01
2.486780000000000200e+03,7.634446999999999761e-01,8.444055999999999784e-01,8.721796000000000548e-01,7.907195000000000196e-01,9.299125999999999781e-01,8.844722000000000417e-01,8.475223666666665823e-01
2.487029999999999745e+03,8.465295000000000458e-01,7.348727000000000453e-01,8.481805000000000039e-01,7.506890999999999980e-01,8.598578999999999528e-01,8.584975000000000245e-01,8.164378666666666229e-01
2.487280000000000200e+03,6.612751000000000046e-01,8.625422999999999840e-01,8.044803000000000370e-01,7.715760000000000396e-01,8.071487000000000522e-01,8.047121999999999886e-01,7.852890999999999622e-01
2.487519999999999982e+03,7.473005000000000342e-01,9.524154000000000231e-01,5.815118999999999705e-01,8.006149000000000182e-01,6.823198999999999792e-01,7.152739000000000180e-01,7.465727500000000072e-01
2.487769999999999982e+03,7.352315999999999852e-01,8.708067999999999920e-01,8.798053000000000123e-01,7.281661000000000383e-01,8.777393999999999474e-01,8.299539000000000222e-01,8.202838500000000366e-01
2.488019999999999982e+03,7.892352999999999730e-01,7.719409999999999883e-01,8.228870999999999825e-01,7.273612999999999884e-01,9.238030999999999882e-01,8.850130999999999970e-01,8.200401500000000787e-01
2.488269999999999982e+03,9.065526000000000417e-01,6.463537000000000310e-01,5.804692999999999659e-01,8.362298000000000231e-01,8.500655000000000294e-01,7.321254999999999846e-01,7.586327333333332534e-01
2.488519999999999982e+03,6.798321000000000502e-01,7.883411000000000168e-01,8.932214000000000542e-01,8.493739000000000150e-01,7.785634999999999639e-01,7.597369000000000483e-01,7.915114833333333211e-01
2.488769999999999982e+03,8.192821000000000131e-01,7.817853000000000163e-01,7.818131000000000386e-01,8.196018999999999943e-01,7.529118999999999673e-01,8.492106999999999850e-01,8.007675000000000765e-01
2.489019999999999982e+03,9.855686999999999642e-01,9.307222000000000550e-01,7.282876000000000349e-01,7.893932000000000171e-01,7.873731000000000479e-01,8.701398999999999662e-01,8.485807833333333106e-01
2.489269999999999982e+03,7.775077000000000238e-01,8.459410000000000540e-01,7.981084999999999985e-01,8.021006000000000524e-01,8.419062000000000490e-01,8.785228999999999955e-01,8.240144833333333807e-01
2.489519999999999982e+03,7.561290000000000511e-01,7.654505000000000337e-01,8.761132000000000364e-01,9.501079000000000052e-01,8.749363999999999475e-01,8.549250999999999934e-01,8.462770166666667704e-01
2.489769999999999982e+03,8.873623999999999956e-01,8.342304999999999859e-01,9.194272999999999474e-01,8.156731999999999871e-01,7.407858999999999972e-01,9.314685999999999799e-01,8.548246499999998527e-01
2.490009999999999764e+03,8.156619999999999981e-01,8.793064000000000435e-01,9.082961999999999980e-01,8.844039000000000206e-01,8.779188999999999465e-01,8.495025000000000492e-01,8.691816499999999168e-01
2.490260000000000218e+03,9.163090999999999875e-01,8.312338000000000227e-01,8.850635000000000030e-01,8.980489999999999862e-01,9.515498999999999485e-01,8.656707999999999625e-01,8.913126833333334664e-01
2.490510000000000218e+03,1.013022000000000089e+00,1.029644000000000004e+00,8.527662999999999771e-01,9.212827000000000099e-01,9.887224999999999486e-01,9.629086000000000034e-01,9.613910166666667090e-01
2.490759999999999764e+03,9.319351999999999636e-01,1.009109000000000034e+00,7.635697000000000179e-01,9.836112000000000188e-01,9.766089999999999494e-01,9.146881999999999513e-01,9.299203833333332669e-01
2.491010000000000218e+03,1.092017999999999933e+00,9.043088999999999711e-01,1.008316999999999908e+00,1.073312999999999962e+00,1.092351999999999990e+00,9.483627999999999503e-01,1.019778616666666471e+00
2.491260000000000218e+03,8.877663999999999556e-01,1.047191999999999901e+00,9.559763000000000011e-01,1.014761000000000024e+00,1.118614999999999915e+00,9.401646999999999643e-01,9.940792333333332564e-01
2.491509999999999764e+03,1.038338999999999901e+00,1.187356999999999996e+00,9.390287000000000495e-01,1.074264000000000108e+00,1.165289999999999937e+00,1.052518000000000065e+00,1.076132783333333398e+00
2.491760000000000218e+03,1.003964000000000079e+00,1.165237000000000078e+00,1.069650999999999907e+00,1.010251000000000010e+00,1.146357000000000070e+00,1.161518999999999968e+00,1.092829833333333278e+00
2.492010000000000218e+03,1.116648000000000085e+00,1.140547999999999895e+00,1.119404999999999983e+00,1.166069999999999940e+00,1.085800000000000098e+00,1.174093000000000053e+00,1.133760666666666639e+00
2.492259999999999764e+03,1.129958999999999936e+00,1.047732000000000108e+00,1.146263000000000032e+00,9.180882000000000209e-01,1.222305999999999893e+00,1.093628999999999962e+00,1.092996199999999973e+00
2.492509999999999764e+03,1.004302999999999946e+00,1.216696999999999917e+00,1.262501000000000095e+00,1.186080999999999941e+00,1.057377000000000011e+00,1.052226000000000106e+00,1.129864166666666669e+00
2.492760000000000218e+03,1.237017000000000033e+00,1.099774000000000029e+00,1.019702000000000108e+00,1.166396999999999906e+00,1.267341999999999969e+00,1.075987000000000027e+00,1.144369833333333419e+00
2.493019999999999982e+03,1.231130000000000058e+00,1.202536000000000049e+00,8.924853000000000369e-01,1.240102999999999955e+00,1.123722000000000110e+00,1.146517000000000008e+00,1.139415550000000055e+00
2.493269999999999982e+03,1.246596999999999955e+00,1.164722999999999953e+00,9.692058000000000062e-01,1.127529000000000003e+00,1.030040000000000067e+00,1.024180000000000090e+00,1.093712466666666661e+00
2.493519999999999982e+03,1.172115999999999936e+00,1.009848999999999997e+00,1.217027999999999999e+00,1.124308000000000085e+00,1.019916000000000045e+00,1.145356999999999958e+00,1.114762333333333411e+00
2.493769999999999982e+03,1.136087999999999987e+00,1.195098999999999911e+00,1.171251000000000042e+00,1.213332999999999995e+00,1.005217000000000027e+00,1.115539999999999976e+00,1.139421333333333397e+00
2.494019999999999982e+03,1.190153000000000016e+00,1.146460999999999952e+00,1.137820999999999971e+00,1.193249000000000004e+00,1.107482999999999995e+00,1.194765999999999995e+00,1.161655499999999952e+00
2.494270000000000437e+03,1.051978000000000080e+00,1.156738000000000044e+00,1.144592000000000054e+00,1.230858999999999925e+00,1.189365999999999923e+00,1.189208000000000043e+00,1.160456833333333160e+00
2.494519999999999982e+03,1.049020999999999981e+00,1.174250999999999934e+00,1.272586999999999913e+00,1.022807999999999939e+00,1.024861999999999940e+00,1.201456000000000079e+00,1.124164166666666409e+00
2.494769999999999982e+03,1.358063000000000020e+00,1.182209999999999983e+00,1.082821999999999951e+00,1.115636999999999990e+00,1.005611000000000033e+00,1.120465000000000044e+00,1.144134666666666744e+00
2.495019999999999982e+03,1.019760000000000000e+00,9.717137999999999609e-01,9.271064999999999445e-01,1.052114999999999911e+00,1.031605000000000105e+00,1.176584000000000074e+00,1.029814049999999925e+00
2.495269999999999982e+03,1.020184999999999897e+00,1.180093999999999976e+00,1.056886999999999910e+00,1.255289000000000099e+00,1.299741000000000035e+00,1.186355000000000048e+00,1.166425166666666735e+00
2.495530000000000200e+03,1.232223000000000068e+00,1.171054999999999957e+00,1.024292999999999898e+00,9.150000999999999829e-01,1.172082000000000068e+00,1.271309999999999940e+00,1.130993850000000078e+00
2.495779999999999745e+03,1.075884000000000063e+00,1.257905999999999969e+00,1.168093000000000048e+00,9.948072999999999499e-01,1.127480000000000038e+00,1.088327000000000044e+00,1.118749550000000204e+00
2.496030000000000200e+03,1.109099000000000057e+00,9.954971000000000236e-01,1.256931999999999938e+00,1.049210999999999894e+00,1.145866999999999969e+00,1.227152999999999938e+00,1.130626516666666470e+00
2.496280000000000200e+03,1.213449999999999918e+00,1.194010999999999934e+00,1.121564000000000005e+00,1.152562000000000086e+00,1.257011000000000100e+00,1.114038000000000084e+00,1.175439333333333503e+00
2.496529999999999745e+03,1.209216000000000069e+00,1.188636999999999944e+00,1.197972000000000037e+00,1.269276999999999989e+00,1.296689999999999898e+00,1.096354000000000051e+00,1.209691000000000072e+00
2.496789999999999964e+03,1.043355999999999950e+00,1.052006999999999914e+00,1.357531999999999961e+00,1.168830999999999953e+00,1.109571000000000085e+00,1.229942000000000091e+00,1.160206499999999918e+00
2.497039999999999964e+03,1.061790000000000012e+00,1.272248999999999963e+00,1.206885999999999903e+00,1.123653999999999931e+00,1.256207999999999991e+00,1.232453999999999938e+00,1.192206833333333327e+00
2.497289999999999964e+03,1.203705999999999943e+00,1.265786999999999995e+00,1.235003999999999991e+00,1.271997000000000044e+00,1.295071000000000083e+00,1.314826000000000050e+00,1.264398499999999981e+00
2.497539999999999964e+03,1.116368000000000027e+00,1.186590999999999951e+00,1.234771000000000063e+00,1.124808999999999948e+00,1.247697000000000056e+00,1.221011000000000069e+00,1.188541166666666538e+00
2.497789999999999964e+03,1.112163000000000013e+00,1.245443999999999996e+00,1.094613000000000058e+00,1.210561999999999916e+00,1.184228999999999976e+00,1.250529999999999919e+00,1.182923500000000017e+00
2.498050000000000182e+03,1.156581000000000081e+00,1.173415000000000097e+00,1.398784999999999945e+00,1.231432000000000082e+00,1.360948000000000047e+00,1.128427999999999987e+00,1.241598166666666669e+00
2.498300000000000182e+03,1.286124000000000045e+00,1.132265999999999995e+00,1.246934999999999905e+00,1.213046000000000069e+00,1.224250999999999978e+00,1.186382999999999965e+00,1.214834166666666659e+00
