energy,s023,s024,s025,mean
2.495530000000000200e+03,1.121153999999999984e+00,1.227599000000000107e+00,1.097939999999999916e+00,1.148897666666666817e+00
2.495779999999999745e+03,1.211543999999999954e+00,1.056842999999999977e+00,1.119879999999999987e+00,1.129422333333333306e+00
2.496030000000000200e+03,1.285266999999999937e+00,1.214318000000000008e+00,1.224140000000000006e+00,1.241241666666666577e+00
2.496280000000000200e+03,1.124665999999999944e+00,1.241656000000000093e+00,1.299285999999999941e+00,1.221869333333333474e+00
2.496529999999999745e+03,1.190221999999999891e+00,1.191635000000000000e+00,1.246159000000000017e+00,1.209338666666666784e+00
2.496789999999999964e+03,1.172241000000000088e+00,1.193370999999999960e+00,1.198928999999999911e+00,1.188180333333333394e+00
2.497039999999999964e+03,1.185554999999999914e+00,1.192803000000000058e+00,1.333021000000000011e+00,1.237126333333333328e+00
2.497289999999999964e+03,1.268545999999999951e+00,1.271652000000000005e+00,1.201575999999999977e+00,1.247258000000000200e+00
2.497539999999999964e+03,1.183289999999999953e+00,1.342181999999999986e+00,1.374748000000000081e+00,1.300073333333333414e+00
2.497789999999999964e+03,1.254037999999999986e+00,1.295695000000000041e+00,1.197708999999999913e+00,1.249147333333333165e+00
2.498050000000000182e+03,1.342044999999999932e+00,1.391918999999999906e+00,1.177427000000000001e+00,1.303797000000000095e+00
2.498300000000000182e+03,1.294510000000000050e+00,1.339002000000000026e+00,1.320286000000000071e+00,1.317932666666666641e+00
2.498549999999999727e+03,1.095552000000000081e+00,1.332365000000000022e+00,1.078160000000000007e+00,1.168692333333333222e+00
2.498800000000000182e+03,1.186315999999999926e+00,1.252693999999999974e+00,1.199510000000000076e+00,1.212839999999999918e+00
2.499059999999999945e+03,1.262027000000000010e+00,1.209540999999999977e+00,1.223157000000000050e+00,1.231575000000000086e+00
2.499309999999999945e+03,1.264785000000000048e+00,1.142544000000000004e+00,1.085685999999999929e+00,1.164338333333333253e+00
2.499559999999999945e+03,1.282923000000000036e+00,1.186895999999999951e+00,1.068043999999999993e+00,1.179287666666666734e+00
2.499820000000000164e+03,1.194803999999999977e+00,1.325720999999999927e+00,1.178093999999999975e+00,1.232872999999999886e+00
2.500070000000000164e+03,1.091245000000000021e+00,1.252655999999999992e+00,1.123502999999999918e+00,1.155801333333333236e+00
2.500319999999999709e+03,1.310075000000000101e+00,1.133580000000000032e+00,1.126551999999999998e+00,1.190069000000000043e+00
2.500579999999999927e+03,1.239878000000000036e+00,1.235149999999999970e+00,1.176587999999999967e+00,1.217205333333333250e+00
2.500829999999999927e+03,1.198795999999999973e+00,1.287015000000000020e+00,1.349903000000000075e+00,1.278571333333333504e+00
2.501079999999999927e+03,1.140546999999999978e+00,1.022523000000000071e+00,1.084969000000000072e+00,1.082679666666666707e+00
2.501339999999999691e+03,1.039501999999999926e+00,1.159942000000000029e+00,1.250693000000000055e+00,1.150045666666666522e+00
2.501590000000000146e+03,1.167573999999999890e+00,1.029066999999999954e+00,1.107747999999999955e+00,1.101462999999999859e+00
2.501849999999999909e+03,1.017562000000000078e+00,1.173230999999999913e+00,1.049763000000000002e+00,1.080185333333333331e+00
2.502099999999999909e+03,1.131243999999999916e+00,1.098729000000000067e+00,1.065468000000000082e+00,1.098480333333333503e+00
2.502349999999999909e+03,1.078332000000000068e+00,1.064855000000000107e+00,1.071538000000000102e+00,1.071575000000000166e+00
2.502609999999999673e+03,1.070356000000000085e+00,9.988565000000000360e-01,1.076897999999999911e+00,1.048703500000000011e+00
2.502860000000000127e+03,1.013295000000000057e+00,9.773334000000000188e-01,1.000968999999999998e+00,9.971991333333333207e-01
2.503119999999999891e+03,1.164619999999999989e+00,9.416227999999999820e-01,1.117577000000000043e+00,1.074606600000000078e+00
2.503369999999999891e+03,1.126287999999999956e+00,9.332886000000000237e-01,1.057382999999999962e+00,1.038986533333333240e+00
2.503620000000000346e+03,1.082152999999999921e+00,1.081860999999999962e+00,1.015705999999999998e+00,1.059906666666666553e+00
2.503880000000000109e+03,9.631077000000000110e-01,9.473837999999999981e-01,1.135685999999999973e+00,1.015392499999999920e+00
2.504130000000000109e+03,1.026313000000000031e+00,1.090149000000000035e+00,1.014221000000000039e+00,1.043561000000000183e+00
2.504389999999999873e+03,9.561621999999999622e-01,1.018197999999999936e+00,1.090127000000000068e+00,1.021495733333333433e+00
2.504640000000000327e+03,9.578295999999999477e-01,1.109890000000000043e+00,9.192373000000000349e-01,9.956523000000000456e-01
2.504900000000000091e+03,1.039619999999999989e+00,8.379630999999999608e-01,9.959257999999999722e-01,9.578362999999999738e-01
2.505150000000000091e+03,9.682806999999999942e-01,8.871314000000000144e-01,9.715753999999999779e-01,9.423291666666666622e-01
2.505409999999999854e+03,8.923592999999999664e-01,9.738307000000000491e-01,8.876549999999999718e-01,9.179483333333333661e-01
2.505660000000000309e+03,9.151323999999999570e-01,9.838088000000000388e-01,8.821449999999999569e-01,9.270287333333332436e-01
2.505920000000000073e+03,8.758029999999999982e-01,8.956652999999999976e-01,9.616316000000000308e-01,9.110333000000000458e-01
2.506180000000000291e+03,8.879806000000000088e-01,9.718181999999999654e-01,9.530292999999999681e-01,9.376093666666666104e-01
2.506429999999999836e+03,8.511260000000000492e-01,1.001376000000000044e+00,8.961782999999999832e-01,9.162267666666666921e-01
2.506690000000000055e+03,8.869434000000000484e-01,8.619058000000000552e-01,9.148393000000000219e-01,8.878961666666667085e-01
2.506940000000000055e+03,9.998506999999999811e-01,8.167472000000000065e-01,1.038197999999999954e+00,9.515986333333333880e-01
2.507200000000000273e+03,9.501422999999999952e-01,9.216282999999999559e-01,8.777182999999999513e-01,9.164963000000000415e-01
2.507449999999999818e+03,7.729462999999999751e-01,9.012957999999999803e-01,8.831421999999999883e-01,8.524614333333332405e-01
2.507710000000000036e+03,8.755009999999999737e-01,8.444076999999999833e-01,9.636188999999999449e-01,8.945091999999998933e-01
2.507969999999999800e+03,8.746213000000000459e-01,8.925159999999999760e-01,8.961926999999999532e-01,8.877766666666665474e-01
2.508220000000000255e+03,8.482507000000000241e-01,8.966638999999999582e-01,8.811978999999999784e-01,8.753708333333333202e-01
2.508480000000000018e+03,7.725130999999999526e-01,9.206220000000000514e-01,8.210539000000000032e-01,8.380630000000000024e-01
2.508739999999999782e+03,8.846587999999999674e-01,8.082747000000000126e-01,9.999004999999999699e-01,8.976113333333333166e-01
2.508989999999999782e+03,8.515133999999999759e-01,9.538746000000000169e-01,8.245120000000000227e-01,8.766333333333333755e-01
2.509250000000000000e+03,8.193067000000000544e-01,8.265715999999999619e-01,8.739014000000000504e-01,8.399265666666666519e-01
2.509510000000000218e+03,8.625947000000000475e-01,7.237076000000000064e-01,7.497462000000000293e-01,7.786828333333333241e-01
2.509760000000000218e+03,8.804507999999999779e-01,9.481058999999999459e-01,9.070764000000000049e-01,9.118777000000001243e-01
2.510019999999999982e+03,8.583144999999999802e-01,9.793766999999999889e-01,8.347069999999999768e-01,8.907994000000000190e-01
2.510279999999999745e+03,9.362513000000000085e-01,8.078060999999999714e-01,8.842613999999999752e-01,8.761062666666665777e-01
2.510530000000000200e+03,8.471478000000000064e-01,7.443321000000000520e-01,8.084339000000000386e-01,7.999712666666667360e-01
2.510789999999999964e+03,8.167792000000000385e-01,8.643946000000000129e-01,8.542216999999999727e-01,8.451318333333333044e-01
2.511050000000000182e+03,9.423367999999999745e-01,8.746108000000000215e-01,8.854165000000000507e-01,9.007880333333333489e-01
2.511299999999999727e+03,8.087242999999999515e-01,9.045450000000000434e-01,8.129825000000000523e-01,8.420839333333333121e-01
2.511559999999999945e+03,8.392570000000000308e-01,8.439775999999999945e-01,7.431600000000000428e-01,8.087982000000000227e-01
2.511820000000000164e+03,8.467407999999999602e-01,8.877228000000000341e-01,8.852731000000000350e-01,8.732455666666666394e-01
2.512079999999999927e+03,9.155788000000000260e-01,8.136208999999999802e-01,7.735225999999999491e-01,8.342407666666667998e-01
2.512340000000000146e+03,9.187562000000000229e-01,8.597704000000000457e-01,7.642746000000000262e-01,8.476004000000001426e-01
2.512589999999999691e+03,8.617544000000000315e-01,7.861753999999999687e-01,8.473340999999999790e-01,8.317546333333333264e-01
2.512849999999999909e+03,9.177123999999999837e-01,8.285917999999999894e-01,8.041793999999999887e-01,8.501611999999999503e-01
2.513110000000000127e+03,7.834828000000000348e-01,8.107250000000000290e-01,8.442562999999999596e-01,8.128213666666667114e-01
2.513369999999999891e+03,6.743633999999999462e-01,8.887751999999999875e-01,7.941350000000000353e-01,7.857578666666666933e-01
2.513630000000000109e+03,7.445669000000000315e-01,7.875581000000000387e-01,7.759835000000000482e-01,7.693695000000001505e-01
2.513880000000000109e+03,8.049233000000000082e-01,7.832487999999999673e-01,8.230771000000000059e-01,8.037497333333333271e-01
2.514139999999999873e+03,8.067088999999999510e-01,7.912605000000000333e-01,8.237514999999999699e-01,8.072403000000000217e-01
2.514400000000000091e+03,7.348641999999999674e-01,8.032202999999999982e-01,8.607074999999999587e-01,7.995973333333333821e-01
2.514660000000000309e+03,8.932520999999999933e-01,8.904957999999999485e-01,8.408269000000000437e-01,8.748582666666666618e-01
2.514920000000000073e+03,8.295936000000000421e-01,8.110399000000000358e-01,8.926197999999999633e-01,8.444177666666666804e-01
2.515179999999999836e+03,8.293966999999999867e-01,8.624357999999999747e-01,7.245492999999999517e-01,8.054605999999999710e-01
2.515440000000000055e+03,7.691322000000000436e-01,6.871629000000000209e-01,8.439980000000000260e-01,7.667643666666666968e-01
2.515699999999999818e+03,8.289043000000000383e-01,7.408255000000000257e-01,7.076246000000000480e-01,7.591181333333333336e-01
