energy,s032,s033,mean
2.510019999999999982e+03,7.860397000000000078e-01,7.769262000000000112e-01,7.814829500000000095e-01
2.510279999999999745e+03,7.299193999999999960e-01,8.774066000000000365e-01,8.036630000000000162e-01
2.510530000000000200e+03,6.512660000000000116e-01,7.672797999999999563e-01,7.092728999999999839e-01
2.510789999999999964e+03,7.822854999999999670e-01,8.434167000000000192e-01,8.128511000000000486e-01
2.511050000000000182e+03,5.947607999999999784e-01,7.733590000000000186e-01,6.840599000000000540e-01
2.511299999999999727e+03,7.230573000000000139e-01,8.848228000000000204e-01,8.039400500000000171e-01
2.511559999999999945e+03,8.195097999999999550e-01,7.823339999999999739e-01,8.009218999999999644e-01
2.511820000000000164e+03,6.534197000000000477e-01,9.002850999999999493e-01,7.768523999999999985e-01
2.512079999999999927e+03,7.137641000000000124e-01,8.405932000000000404e-01,7.771786499999999709e-01
2.512340000000000146e+03,8.646707000000000143e-01,7.051378999999999841e-01,7.849042999999999992e-01
2.512589999999999691e+03,8.155968999999999580e-01,8.446812999999999683e-01,8.301391000000000187e-01
2.512849999999999909e+03,7.657981999999999845e-01,6.217200999999999977e-01,6.937591499999999911e-01
2.513110000000000127e+03,8.302127000000000256e-01,7.950357999999999592e-01,8.126242500000000479e-01
2.513369999999999891e+03,7.885862999999999623e-01,7.335848000000000368e-01,7.610855499999999996e-01
2.513630000000000109e+03,9.022542000000000062e-01,9.543930999999999942e-01,9.283236500000000557e-01
2.513880000000000109e+03,7.274914999999999576e-01,7.961641999999999886e-01,7.618278499999999731e-01
2.514139999999999873e+03,8.590096999999999872e-01,7.739928999999999837e-01,8.165012999999999854e-01
2.514400000000000091e+03,7.946402000000000188e-01,9.569062000000000401e-01,8.757732000000000294e-01
2.514660000000000309e+03,6.574961999999999751e-01,9.197448000000000290e-01,7.886204999999999465e-01
2.514920000000000073e+03,7.379506000000000121e-01,8.941314999999999680e-01,8.160410499999999345e-01
2.515179999999999836e+03,8.740360999999999825e-01,7.167185000000000361e-01,7.953772999999999538e-01
2.515440000000000055e+03,8.086273000000000488e-01,8.000161999999999551e-01,8.043217499999999465e-01
2.515699999999999818e+03,8.201112000000000402e-01,8.428896000000000166e-01,8.315004000000000284e-01
