energy,s023,s024,s025,mean
2.481829999999999927e+03,3.524176000000000197e+00,3.558994000000000213e+00,3.673141999999999907e+00,3.585437333333333587e+00
2.482079999999999927e+03,3.756822000000000106e+00,3.543604000000000198e+00,3.620200000000000085e+00,3.640208666666666648e+00
2.482320000000000164e+03,3.708363999999999994e+00,3.505510999999999822e+00,3.543251000000000150e+00,3.585708666666666655e+00
2.482570000000000164e+03,3.114946000000000215e+00,3.072815999999999992e+00,3.135311999999999877e+00,3.107691333333333361e+00
2.482819999999999709e+03,2.762624999999999886e+00,2.586869999999999781e+00,2.627005000000000035e+00,2.658833333333333382e+00
2.483059999999999945e+03,2.260470000000000201e+00,2.261248999999999842e+00,2.217150999999999872e+00,2.246290000000000120e+00
2.483309999999999945e+03,1.838317999999999897e+00,1.847288999999999959e+00,1.842448000000000086e+00,1.842685000000000128e+00
2.483560000000000400e+03,1.385742000000000029e+00,1.517592999999999970e+00,1.558788999999999980e+00,1.487374666666666734e+00
2.483809999999999945e+03,1.326786999999999939e+00,1.429113999999999995e+00,1.393880000000000008e+00,1.383260333333333314e+00
2.484049999999999727e+03,1.198059999999999903e+00,1.143418000000000045e+00,1.100044000000000022e+00,1.147173999999999916e+00
2.484300000000000182e+03,1.153629999999999933e+00,1.145737000000000005e+00,1.145644000000000107e+00,1.148336999999999941e+00
2.484550000000000182e+03,1.128103000000000078e+00,1.086381000000000041e+00,1.117328000000000099e+00,1.110604000000000147e+00
2.484799999999999727e+03,1.124854000000000021e+00,9.910318000000000183e-01,1.057117000000000084e+00,1.057667600000000041e+00
2.485039999999999964e+03,1.023063999999999973e+00,1.051047999999999982e+00,9.165691999999999728e-01,9.968937333333333095e-01
2.485289999999999964e+03,9.507402999999999826e-01,9.517164000000000179e-01,9.412397000000000125e-01,9.478988000000000413e-01
2.485539999999999964e+03,9.768388000000000071e-01,9.642899999999999805e-01,8.986739000000000255e-01,9.466008999999999673e-01
2.485789999999999964e+03,9.936713999999999825e-01,8.928030000000000133e-01,8.724275000000000224e-01,9.196339666666667467e-01
2.486029999999999745e+03,9.122379999999999933e-01,1.016088000000000102e+00,8.559387999999999996e-01,9.280882666666667724e-01
2.486279999999999745e+03,8.591360000000000108e-01,9.123938999999999799e-01,1.005449000000000037e+00,9.256596333333333426e-01
2.486530000000000200e+03,9.310144000000000197e-01,7.774628000000000094e-01,8.787608000000000086e-01,8.624126666666667163e-01
2.486780000000000200e+03,8.936545999999999657e-01,9.935043000000000069e-01,8.937914000000000136e-01,9.269834333333332177e-01
2.487029999999999745e+03,8.954944000000000237e-01,9.327153999999999723e-01,9.533023999999999942e-01,9.271707333333333301e-01
2.487280000000000200e+03,9.301019000000000370e-01,9.382224999999999593e-01,9.094700000000000006e-01,9.259314666666668137e-01
2.487519999999999982e+03,8.486536000000000080e-01,9.450150999999999968e-01,7.075582000000000260e-01,8.337422999999999362e-01
2.487769999999999982e+03,8.656198999999999977e-01,9.046108999999999956e-01,8.781569000000000180e-01,8.827958999999999667e-01
2.488019999999999982e+03,6.563567000000000151e-01,8.340159999999999796e-01,9.874581000000000053e-01,8.259436000000000000e-01
2.488269999999999982e+03,9.053609999999999713e-01,8.911873999999999629e-01,8.488617000000000523e-01,8.818033666666665882e-01
2.488519999999999982e+03,9.001384000000000052e-01,9.898797999999999764e-01,1.026113000000000053e+00,9.720437333333333818e-01
2.488769999999999982e+03,9.525059000000000164e-01,9.471716000000000024e-01,7.860808999999999713e-01,8.952528000000000707e-01
2.489019999999999982e+03,8.683720999999999801e-01,9.834595000000000420e-01,9.749166999999999694e-01,9.422494333333334415e-01
2.489269999999999982e+03,8.962213999999999459e-01,8.977832000000000034e-01,8.682225000000000081e-01,8.874090333333333191e-01
2.489519999999999982e+03,9.219192000000000498e-01,8.823366000000000264e-01,9.134835999999999512e-01,9.059131333333333425e-01
2.489769999999999982e+03,9.492268999999999846e-01,9.038030999999999704e-01,1.023233999999999977e+00,9.587546666666666439e-01
2.490009999999999764e+03,9.961491999999999569e-01,1.100654000000000021e+00,8.836285999999999863e-01,9.934772666666665808e-01
2.490260000000000218e+03,8.250180999999999765e-01,9.587267000000000428e-01,9.375942999999999916e-01,9.071130333333332629e-01
2.490510000000000218e+03,9.732555999999999985e-01,9.793361999999999901e-01,9.863754999999999606e-01,9.796557666666666497e-01
2.490759999999999764e+03,1.024585000000000079e+00,1.060208000000000039e+00,1.074718000000000062e+00,1.053170333333333319e+00
2.491010000000000218e+03,1.016920999999999964e+00,1.003457999999999961e+00,1.040091000000000099e+00,1.020156666666666823e+00
2.491260000000000218e+03,1.018003999999999909e+00,1.007581000000000060e+00,8.955883000000000038e-01,9.737244333333333612e-01
2.491509999999999764e+03,1.121285000000000087e+00,1.063733999999999957e+00,1.055496999999999908e+00,1.080171999999999910e+00
2.491760000000000218e+03,1.185321999999999987e+00,1.052952000000000110e+00,1.041806999999999928e+00,1.093360333333333267e+00
2.492010000000000218e+03,1.166946999999999957e+00,1.179143999999999970e+00,9.502241000000000160e-01,1.098771700000000129e+00
2.492259999999999764e+03,1.214283999999999919e+00,1.107987999999999973e+00,1.163899999999999935e+00,1.162057333333333276e+00
2.492509999999999764e+03,9.565415999999999919e-01,1.122479000000000005e+00,1.155607000000000051e+00,1.078209199999999868e+00
2.492760000000000218e+03,1.170447999999999933e+00,1.124270000000000103e+00,1.154414000000000051e+00,1.149710666666666770e+00
2.493019999999999982e+03,1.144246000000000096e+00,1.088873999999999898e+00,1.044877999999999973e+00,1.092666000000000137e+00
2.493269999999999982e+03,1.097242000000000051e+00,1.056772999999999962e+00,1.145775999999999906e+00,1.099930333333333232e+00
2.493519999999999982e+03,1.211138999999999966e+00,1.040265999999999913e+00,1.060769999999999991e+00,1.104058333333333364e+00
2.493769999999999982e+03,1.132784000000000013e+00,1.226094999999999935e+00,1.049914999999999932e+00,1.136264666666666701e+00
2.494019999999999982e+03,1.052418999999999993e+00,1.132698999999999900e+00,1.224051000000000000e+00,1.136389666666666853e+00
2.494270000000000437e+03,1.110810000000000075e+00,1.164849999999999941e+00,1.142816000000000054e+00,1.139491999999999949e+00
2.494519999999999982e+03,1.055163999999999991e+00,1.155815999999999955e+00,1.153567999999999927e+00,1.121515999999999957e+00
2.494769999999999982e+03,1.099377999999999966e+00,9.873790999999999540e-01,1.135642999999999958e+00,1.074133366666666589e+00
2.495019999999999982e+03,1.129431000000000074e+00,1.048154000000000030e+00,1.168547000000000002e+00,1.115377333333333221e+00
2.495269999999999982e+03,1.138673999999999964e+00,9.901678000000000424e-01,1.005139999999999922e+00,1.044660600000000050e+00
2.495530000000000200e+03,1.191183000000000103e+00,1.113178999999999919e+00,1.051528000000000018e+00,1.118630000000000235e+00
2.495779999999999745e+03,1.015408000000000088e+00,1.175175999999999998e+00,1.206590999999999969e+00,1.132391666666666685e+00
2.496030000000000200e+03,1.131753000000000009e+00,1.002459999999999907e+00,1.186765999999999988e+00,1.106992999999999894e+00
2.496280000000000200e+03,1.186376000000000097e+00,1.064653999999999989e+00,1.260151000000000021e+00,1.170393666666666777e+00
2.496529999999999745e+03,1.127955000000000041e+00,1.102451999999999988e+00,1.276094999999999979e+00,1.168834000000000151e+00
2.496789999999999964e+03,1.140700000000000047e+00,1.064063999999999899e+00,1.111193000000000097e+00,1.105318999999999940e+00
2.497039999999999964e+03,1.192288000000000014e+00,1.141388000000000069e+00,1.156130000000000102e+00,1.163268666666666729e+00
2.497289999999999964e+03,1.133259000000000016e+00,1.106330000000000036e+00,1.013144999999999962e+00,1.084244666666666745e+00
2.497539999999999964e+03,1.162954999999999961e+00,1.221578999999999970e+00,1.155998000000000081e+00,1.180177333333333189e+00
2.497789999999999964e+03,1.170441000000000065e+00,1.154447000000000001e+00,1.091995000000000049e+00,1.138961000000000112e+00
2.498050000000000182e+03,1.147280000000000078e+00,1.154825999999999908e+00,1.103601000000000054e+00,1.135235666666666754e+00
2.498300000000000182e+03,1.214061999999999975e+00,1.039471999999999952e+00,1.038655000000000106e+00,1.097396333333333418e+00
2.498549999999999727e+03,1.108465999999999951e+00,9.802984999999999616e-01,1.237144999999999939e+00,1.108636500000000025e+00
2.498800000000000182e+03,1.280813999999999897e+00,1.099199999999999955e+00,1.216584000000000110e+00,1.198865999999999987e+00
2.499059999999999945e+03,1.122554000000000052e+00,1.120363999999999916e+00,1.246026999999999996e+00,1.162981666666666802e+00
2.499309999999999945e+03,1.077442000000000011e+00,1.111871999999999971e+00,1.072413000000000061e+00,1.087242333333333422e+00
2.499559999999999945e+03,1.196925000000000017e+00,1.229853000000000085e+00,1.186846999999999985e+00,1.204541666666666622e+00
2.499820000000000164e+03,1.220523000000000025e+00,1.104924999999999935e+00,1.074430999999999914e+00,1.133292999999999884e+00
2.500070000000000164e+03,1.257163000000000030e+00,1.202795000000000059e+00,1.057860999999999940e+00,1.172606333333333417e+00
2.500319999999999709e+03,1.222526000000000002e+00,1.151602000000000015e+00,1.080343999999999971e+00,1.151490666666666662e+00
2.500579999999999927e+03,1.023241999999999985e+00,1.201565999999999912e+00,1.165424000000000015e+00,1.130077333333333378e+00
2.500829999999999927e+03,1.074414999999999898e+00,9.968198000000000336e-01,1.235009999999999941e+00,1.102081599999999995e+00
2.501079999999999927e+03,1.073034999999999961e+00,1.182431999999999928e+00,1.134627000000000052e+00,1.130031333333333388e+00
2.501339999999999691e+03,1.120603000000000016e+00,1.120386000000000104e+00,1.091339000000000059e+00,1.110775999999999986e+00
2.501590000000000146e+03,1.034880999999999940e+00,1.039773999999999976e+00,1.055387000000000075e+00,1.043347333333333404e+00
2.501849999999999909e+03,1.252312000000000092e+00,1.083957000000000059e+00,1.182797000000000098e+00,1.173022000000000231e+00
2.502099999999999909e+03,1.133354999999999890e+00,1.079552999999999985e+00,1.025605000000000100e+00,1.079504333333333177e+00
2.502349999999999909e+03,1.070899000000000045e+00,1.018524999999999903e+00,1.035104999999999942e+00,1.041509666666666556e+00
2.502609999999999673e+03,1.122457000000000038e+00,1.002375999999999934e+00,1.115892000000000106e+00,1.080241666666666545e+00
2.502860000000000127e+03,9.296419000000000210e-01,1.029250999999999916e+00,1.003725999999999896e+00,9.875396333333332777e-01
2.503119999999999891e+03,1.151256000000000057e+00,9.423810000000000242e-01,1.022078000000000042e+00,1.038571666666666671e+00
2.503369999999999891e+03,9.272605999999999904e-01,9.961524999999999963e-01,1.002024999999999944e+00,9.751460333333333841e-01
2.503620000000000346e+03,1.000474000000000085e+00,1.184406000000000070e+00,1.037174999999999958e+00,1.074018333333333297e+00
2.503880000000000109e+03,1.076210000000000111e+00,9.345206999999999820e-01,9.314156999999999575e-01,9.807154666666666465e-01
2.504130000000000109e+03,1.068710000000000049e+00,9.614030000000000076e-01,9.774867999999999890e-01,1.002533266666666645e+00
2.504389999999999873e+03,1.087293999999999983e+00,9.664393999999999485e-01,1.095603000000000105e+00,1.049778800000000123e+00
2.504640000000000327e+03,1.100208999999999993e+00,9.665588999999999986e-01,1.084851000000000010e+00,1.050539633333333223e+00
2.504900000000000091e+03,1.069785999999999904e+00,9.021523999999999655e-01,9.463799000000000516e-01,9.727727666666666773e-01
2.505150000000000091e+03,9.681516000000000011e-01,9.351880000000000193e-01,9.378668000000000005e-01,9.470687999999999329e-01
2.505409999999999854e+03,1.016750999999999960e+00,1.030121999999999982e+00,9.955072999999999839e-01,1.014126766666666457e+00
2.505660000000000309e+03,9.357697000000000376e-01,9.648518999999999846e-01,8.995429000000000341e-01,9.333881666666666854e-01
2.505920000000000073e+03,8.914883000000000113e-01,1.043082000000000065e+00,9.507617000000000429e-01,9.617773333333333730e-01
2.506180000000000291e+03,9.460665999999999798e-01,9.214624000000000148e-01,9.739371999999999474e-01,9.471554000000000917e-01
2.506429999999999836e+03,9.230319999999999636e-01,8.694117999999999569e-01,9.982467999999999897e-01,9.302302000000000071e-01
2.506690000000000055e+03,9.678326000000000429e-01,8.735562000000000049e-01,7.451573999999999698e-01,8.621820666666666355e-01
2.506940000000000055e+03,8.289870999999999768e-01,9.909615000000000506e-01,8.932980000000000365e-01,9.044155333333333546e-01
2.507200000000000273e+03,8.283045999999999465e-01,9.747913999999999746e-01,8.905583999999999723e-01,8.978847999999999274e-01
2.507449999999999818e+03,9.381213000000000468e-01,9.128154000000000545e-01,9.002424999999999455e-01,9.170597333333333490e-01
2.507710000000000036e+03,8.880238999999999772e-01,9.264567000000000219e-01,9.191688000000000081e-01,9.112164666666666690e-01
2.507969999999999800e+03,8.271918000000000326e-01,9.955555000000000376e-01,9.902123000000000452e-01,9.376532000000000755e-01
2.508220000000000255e+03,9.080614000000000186e-01,8.607789000000000135e-01,8.644960999999999895e-01,8.777788000000000812e-01
2.508480000000000018e+03,8.692995000000000028e-01,9.042666999999999788e-01,8.898662000000000516e-01,8.878108000000000111e-01
2.508739999999999782e+03,9.031428999999999707e-01,9.860655000000000392e-01,8.707411000000000456e-01,9.199831666666667962e-01
2.508989999999999782e+03,7.860188000000000175e-01,9.580172000000000132e-01,8.890266999999999475e-01,8.776875666666666964e-01
2.509250000000000000e+03,8.190313999999999650e-01,8.827019000000000393e-01,8.077320000000000055e-01,8.364884333333333366e-01
2.509510000000000218e+03,8.104778000000000260e-01,9.579680000000000417e-01,9.635388000000000286e-01,9.106615333333333284e-01
2.509760000000000218e+03,7.303277999999999714e-01,9.046882000000000534e-01,9.101401999999999548e-01,8.483854000000000672e-01
2.510019999999999982e+03,9.396643999999999552e-01,8.165322999999999887e-01,1.001479999999999926e+00,9.192255666666665492e-01
2.510279999999999745e+03,8.654566999999999677e-01,9.102936000000000361e-01,8.056993999999999545e-01,8.604832333333333194e-01
2.510530000000000200e+03,8.856053999999999871e-01,8.290707999999999966e-01,9.049409000000000480e-01,8.732057000000000846e-01
2.510789999999999964e+03,8.773783000000000554e-01,8.488584999999999603e-01,8.875979999999999981e-01,8.712782666666667453e-01
2.511050000000000182e+03,8.759613000000000538e-01,9.367615000000000247e-01,9.270192000000000432e-01,9.132473333333334109e-01
2.511299999999999727e+03,9.057838999999999752e-01,1.040877000000000052e+00,7.669557999999999653e-01,9.045388999999999236e-01
2.511559999999999945e+03,8.536536999999999598e-01,8.550820999999999561e-01,9.282711000000000157e-01,8.790022999999999032e-01
2.511820000000000164e+03,8.500111999999999668e-01,8.764994000000000396e-01,7.941964000000000246e-01,8.402356666666667140e-01
2.512079999999999927e+03,8.597666000000000475e-01,9.827922000000000047e-01,8.198168000000000122e-01,8.874585333333332438e-01
2.512340000000000146e+03,9.765346000000000304e-01,8.247649000000000230e-01,9.651073999999999486e-01,9.221356333333332600e-01
2.512589999999999691e+03,7.696682999999999719e-01,8.845562999999999620e-01,8.067819999999999991e-01,8.203355333333334221e-01
2.512849999999999909e+03,8.338314000000000004e-01,6.996537999999999924e-01,7.952274000000000287e-01,7.762375333333332295e-01
2.513110000000000127e+03,8.835060000000000136e-01,7.816634000000000082e-01,8.775530999999999748e-01,8.475741666666666285e-01
2.513369999999999891e+03,6.761582999999999899e-01,8.741883999999999766e-01,7.812867000000000006e-01,7.772111333333332484e-01
2.513630000000000109e+03,8.610649000000000219e-01,8.833552000000000071e-01,9.417478000000000238e-01,8.953893000000000546e-01
2.513880000000000109e+03,9.554361999999999577e-01,1.038621999999999934e+00,8.605414999999999592e-01,9.515332333333333947e-01
2.514139999999999873e+03,8.777268999999999766e-01,9.471716000000000024e-01,8.328001000000000431e-01,8.858995333333332667e-01
2.514400000000000091e+03,7.794756999999999936e-01,8.696296000000000026e-01,9.593485000000000484e-01,8.694845999999999409e-01
2.514660000000000309e+03,8.525038999999999811e-01,8.924307000000000212e-01,8.956693000000000016e-01,8.802013000000000753e-01
2.514920000000000073e+03,8.821409999999999529e-01,8.749118999999999646e-01,8.860957000000000416e-01,8.810495333333333567e-01
2.515179999999999836e+03,9.064590000000000147e-01,7.881468999999999836e-01,9.589950000000000419e-01,8.845336333333332357e-01
2.515440000000000055e+03,7.871390000000000331e-01,9.475297999999999776e-01,9.409598000000000129e-01,8.918762000000000079e-01
2.515699999999999818e+03,9.612079000000000040e-01,8.822313000000000516e-01,8.673828999999999567e-01,9.036073666666667448e-01
