energy,s019,s020,s021,s022,mean
2.463119999999999891e+03,3.776630999999999912e-03,-1.686509000000000098e-03,-9.538559000000000274e-03,4.259050999999999809e-03,-7.973465000000001628e-04
2.463360000000000127e+03,-2.544004999999999791e-03,7.423387000000000041e-03,1.071558000000000016e-03,-3.737441999999999783e-04,1.394298950000000085e-03
2.463599999999999909e+03,-6.918027999999999678e-03,5.825338999999999691e-03,-6.403652000000000129e-03,-3.905136000000000024e-03,-2.850369250000000035e-03
2.463839999999999691e+03,5.304307999999999766e-03,-9.730957999999999622e-03,-2.122502999999999976e-03,-5.852740000000000373e-03,-3.100473250000000160e-03
2.464079999999999927e+03,2.765778999999999894e-03,-1.693352999999999981e-04,8.797028999999999613e-03,-5.827337999999999615e-03,1.391533674999999824e-03
2.464319999999999709e+03,-2.788043999999999939e-03,3.536311999999999789e-03,-2.503697999999999948e-03,1.839537999999999937e-03,2.102699999999995979e-05
2.464559999999999945e+03,2.901705999999999990e-03,1.139744999999999951e-03,7.137883999999999722e-03,7.842359999999999609e-03,4.755423749999999547e-03
2.464799999999999727e+03,-2.498347000000000154e-03,-6.337981000000000344e-03,3.561940999999999892e-03,2.018008999999999862e-03,-8.140945000000002945e-04
2.465039999999999964e+03,6.319708000000000270e-03,7.409751000000000011e-03,-9.683119000000000014e-04,-1.380664000000000023e-02,-2.613732250000000423e-04
2.465279999999999745e+03,1.585326000000000096e-02,-5.300738000000000151e-03,1.970628999999999784e-03,2.290102999999999930e-03,3.703313500000000348e-03
2.465519999999999982e+03,5.298477000000000221e-03,6.655025999999999650e-03,8.962174999999999959e-04,9.222535000000000455e-03,5.518063874999999674e-03
2.465759999999999764e+03,1.621811999999999906e-02,1.299208000000000047e-03,1.153587000000000015e-02,5.603674999999999802e-03,8.664218249999999441e-03
2.466000000000000000e+03,3.638721999999999790e-02,1.293961000000000069e-02,1.964764999999999828e-03,9.679516000000000855e-03,1.524277775000000036e-02
