energy,s031,s032,s033,s034,mean
2.496280000000000200e+03,1.070035999999999987e+00,1.059450999999999921e+00,1.173586999999999936e+00,1.136344999999999938e+00,1.109854750000000001e+00
2.496529999999999745e+03,1.141426999999999969e+00,1.130902000000000074e+00,1.065677999999999903e+00,1.231856999999999980e+00,1.142465999999999982e+00
2.496789999999999964e+03,1.132247999999999921e+00,1.315943000000000085e+00,1.225670999999999955e+00,1.109174000000000104e+00,1.195759000000000016e+00
2.497039999999999964e+03,1.226561000000000012e+00,1.186215999999999937e+00,1.152892999999999946e+00,1.150792999999999955e+00,1.179115750000000018e+00
2.497289999999999964e+03,1.103170999999999902e+00,1.261425000000000018e+00,1.114255999999999913e+00,1.092710000000000070e+00,1.142890500000000031e+00
2.497539999999999964e+03,9.858196000000000181e-01,1.237733999999999890e+00,1.266761999999999944e+00,1.086994000000000016e+00,1.144327399999999884e+00
2.497789999999999964e+03,1.134006999999999987e+00,1.259349000000000052e+00,1.134341000000000044e+00,1.020256000000000052e+00,1.136988249999999923e+00
2.498050000000000182e+03,1.113197999999999910e+00,1.101286999999999905e+00,1.287654999999999994e+00,1.173324000000000034e+00,1.168865999999999961e+00
2.498300000000000182e+03,1.159273999999999916e+00,1.243030000000000079e+00,1.252899999999999903e+00,1.274056999999999995e+00,1.232315250000000084e+00
2.498549999999999727e+03,1.197661000000000087e+00,1.208474999999999966e+00,1.190301000000000053e+00,1.317209999999999992e+00,1.228411750000000024e+00
2.498800000000000182e+03,1.162390000000000034e+00,1.204398999999999997e+00,1.031514999999999960e+00,1.154419000000000084e+00,1.138180749999999852e+00
2.499059999999999945e+03,1.248650999999999955e+00,1.098862000000000005e+00,1.156871999999999900e+00,1.137024000000000035e+00,1.160352250000000085e+00
2.499309999999999945e+03,1.207588000000000106e+00,1.284796999999999967e+00,1.191635000000000000e+00,1.199594999999999967e+00,1.220903750000000176e+00
2.499559999999999945e+03,1.241708999999999952e+00,1.321959000000000106e+00,1.168122000000000105e+00,1.304761999999999977e+00,1.259138000000000090e+00
2.499820000000000164e+03,1.192107999999999945e+00,1.212263000000000090e+00,1.150128999999999957e+00,1.103906999999999972e+00,1.164601750000000102e+00
2.500070000000000164e+03,1.212885999999999909e+00,1.209081000000000072e+00,1.095312000000000063e+00,1.168187000000000086e+00,1.171366499999999977e+00
2.500319999999999709e+03,1.407798000000000105e+00,1.243673999999999946e+00,1.173499000000000070e+00,1.209600999999999926e+00,1.258642999999999956e+00
2.500579999999999927e+03,1.180623999999999896e+00,1.186989000000000072e+00,1.211130000000000040e+00,1.240977999999999914e+00,1.204930250000000092e+00
2.500829999999999927e+03,1.183686000000000016e+00,1.149084999999999912e+00,1.257214000000000054e+00,1.169683000000000028e+00,1.189917000000000114e+00
2.501079999999999927e+03,1.332713999999999954e+00,1.146303999999999990e+00,1.181967999999999908e+00,1.188183999999999907e+00,1.212292499999999995e+00
2.501339999999999691e+03,1.126571999999999907e+00,1.289244999999999974e+00,1.185578999999999938e+00,1.239328999999999903e+00,1.210181249999999764e+00
2.501590000000000146e+03,1.084821999999999953e+00,1.073064999999999936e+00,1.126176000000000066e+00,1.101182000000000105e+00,1.096311249999999848e+00
2.501849999999999909e+03,1.053500000000000103e+00,1.110098000000000029e+00,1.084894000000000025e+00,1.004486999999999908e+00,1.063244750000000183e+00
2.502099999999999909e+03,1.114100000000000090e+00,1.142092000000000107e+00,1.275925999999999894e+00,1.159661999999999971e+00,1.172945000000000126e+00
2.502349999999999909e+03,1.225735999999999937e+00,1.192072000000000020e+00,1.066102000000000105e+00,1.055304000000000020e+00,1.134803499999999854e+00
2.502609999999999673e+03,9.519678000000000306e-01,1.147084999999999910e+00,1.082000999999999991e+00,1.047099000000000002e+00,1.057038200000000039e+00
2.502860000000000127e+03,1.093190000000000106e+00,1.003681999999999963e+00,1.109709000000000056e+00,1.126942000000000110e+00,1.083380750000000114e+00
2.503119999999999891e+03,1.059785999999999895e+00,1.097164999999999946e+00,1.048453000000000079e+00,9.927027999999999963e-01,1.049526699999999924e+00
2.503369999999999891e+03,1.010261999999999993e+00,1.110908000000000007e+00,1.131280999999999981e+00,1.128575000000000106e+00,1.095256500000000077e+00
2.503620000000000346e+03,1.026496999999999993e+00,9.676196999999999715e-01,1.023597000000000090e+00,1.141091999999999995e+00,1.039701425000000068e+00
2.503880000000000109e+03,1.094778999999999947e+00,9.640436999999999479e-01,1.001929000000000070e+00,9.337423999999999724e-01,9.986235249999999564e-01
2.504130000000000109e+03,1.085361999999999938e+00,9.153438999999999881e-01,1.062378999999999962e+00,9.746597999999999651e-01,1.009436174999999825e+00
2.504389999999999873e+03,9.388558999999999655e-01,9.249884000000000439e-01,1.025314999999999976e+00,1.165936000000000083e+00,1.013773825000000128e+00
2.504640000000000327e+03,9.575209999999999555e-01,1.039109000000000060e+00,9.194518999999999886e-01,1.003509999999999902e+00,9.798979749999999767e-01
2.504900000000000091e+03,9.134729000000000321e-01,9.774005999999999528e-01,8.776661000000000046e-01,9.213244000000000433e-01,9.224660000000000082e-01
2.505150000000000091e+03,9.645629000000000008e-01,9.072827999999999449e-01,8.696844000000000241e-01,9.308419999999999472e-01,9.180930249999998960e-01
2.505409999999999854e+03,8.967821999999999738e-01,9.662711000000000494e-01,9.484304000000000068e-01,8.825517000000000500e-01,9.235088500000000478e-01
2.505660000000000309e+03,8.063641999999999754e-01,6.947938000000000169e-01,1.043690999999999924e+00,8.975417999999999452e-01,8.605977000000000210e-01
2.505920000000000073e+03,8.963965999999999879e-01,8.270129000000000508e-01,8.936853000000000158e-01,8.787049999999999583e-01,8.739499500000000864e-01
2.506180000000000291e+03,8.896477999999999886e-01,9.272384999999999655e-01,7.663271999999999862e-01,9.384516000000000524e-01,8.804162749999999704e-01
2.506429999999999836e+03,9.445634000000000530e-01,8.961230999999999502e-01,9.306134999999999824e-01,9.927639000000000324e-01,9.410159750000000045e-01
2.506690000000000055e+03,9.204683999999999644e-01,8.042842999999999520e-01,8.816929000000000016e-01,8.432676000000000061e-01,8.624282999999999255e-01
2.506940000000000055e+03,9.181236999999999870e-01,9.033128999999999742e-01,9.592163999999999691e-01,8.673632000000000009e-01,9.120040499999999550e-01
