energy,s041,mean
2.477409999999999854e+03,5.539808000000000510e-01,5.539808000000000510e-01
2.477650000000000091e+03,5.996943999999999608e-01,5.996943999999999608e-01
2.477900000000000091e+03,5.432398000000000504e-01,5.432398000000000504e-01
2.478139999999999873e+03,6.230556999999999901e-01,6.230556999999999901e-01
2.478389999999999873e+03,6.736220000000000541e-01,6.736220000000000541e-01
2.478630000000000109e+03,6.464771000000000267e-01,6.464771000000000267e-01
2.478880000000000109e+03,5.912705000000000322e-01,5.912705000000000322e-01
2.479119999999999891e+03,5.996772999999999687e-01,5.996772999999999687e-01
2.479369999999999891e+03,6.508680000000000021e-01,6.508680000000000021e-01
2.479620000000000346e+03,6.570913000000000448e-01,6.570913000000000448e-01
2.479860000000000127e+03,7.761109999999999953e-01,7.761109999999999953e-01
2.480109999999999673e+03,8.851402999999999910e-01,8.851402999999999910e-01
2.480349999999999909e+03,9.385301000000000338e-01,9.385301000000000338e-01
2.480599999999999909e+03,1.272901000000000060e+00,1.272901000000000060e+00
2.480850000000000364e+03,1.541728999999999905e+00,1.541728999999999905e+00
2.481090000000000146e+03,1.934196999999999944e+00,1.934196999999999944e+00
2.481339999999999691e+03,2.808889000000000191e+00,2.808889000000000191e+00
2.481579999999999927e+03,3.449558999999999820e+00,3.449558999999999820e+00
2.481829999999999927e+03,3.845174999999999788e+00,3.845174999999999788e+00
2.482079999999999927e+03,4.044717000000000340e+00,4.044717000000000340e+00
2.482320000000000164e+03,4.211464999999999570e+00,4.211464999999999570e+00
2.482570000000000164e+03,3.578605000000000036e+00,3.578605000000000036e+00
2.482819999999999709e+03,3.236823999999999923e+00,3.236823999999999923e+00
2.483059999999999945e+03,2.550396000000000107e+00,2.550396000000000107e+00
2.483309999999999945e+03,1.935807999999999973e+00,1.935807999999999973e+00
2.483560000000000400e+03,1.696798000000000028e+00,1.696798000000000028e+00
2.483809999999999945e+03,1.304664000000000046e+00,1.304664000000000046e+00
2.484049999999999727e+03,1.088735999999999926e+00,1.088735999999999926e+00
2.484300000000000182e+03,9.873315000000000285e-01,9.873315000000000285e-01
2.484550000000000182e+03,1.093836000000000030e+00,1.093836000000000030e+00
2.484799999999999727e+03,1.022977000000000025e+00,1.022977000000000025e+00
2.485039999999999964e+03,9.983123999999999887e-01,9.983123999999999887e-01
2.485289999999999964e+03,9.495109999999999939e-01,9.495109999999999939e-01
2.485539999999999964e+03,8.643737999999999699e-01,8.643737999999999699e-01
2.485789999999999964e+03,1.009902000000000077e+00,1.009902000000000077e+00
2.486029999999999745e+03,7.604303999999999508e-01,7.604303999999999508e-01
2.486279999999999745e+03,8.804925000000000113e-01,8.804925000000000113e-01
2.486530000000000200e+03,8.769881000000000482e-01,8.769881000000000482e-01
2.486780000000000200e+03,8.411052999999999447e-01,8.411052999999999447e-01
2.487029999999999745e+03,8.317430000000000101e-01,8.317430000000000101e-01
2.487280000000000200e+03,7.749825000000000186e-01,7.749825000000000186e-01
2.487519999999999982e+03,8.347795999999999550e-01,8.347795999999999550e-01
2.487769999999999982e+03,7.958676999999999557e-01,7.958676999999999557e-01
2.488019999999999982e+03,7.346300999999999526e-01,7.346300999999999526e-01
2.488269999999999982e+03,8.294116999999999740e-01,8.294116999999999740e-01
2.488519999999999982e+03,8.644703999999999722e-01,8.644703999999999722e-01
2.488769999999999982e+03,8.012133000000000171e-01,8.012133000000000171e-01
2.489019999999999982e+03,8.518040999999999530e-01,8.518040999999999530e-01
2.489269999999999982e+03,8.502969000000000221e-01,8.502969000000000221e-01
2.489519999999999982e+03,8.395091000000000081e-01,8.395091000000000081e-01
2.489769999999999982e+03,9.181793999999999789e-01,9.181793999999999789e-01
2.490009999999999764e+03,9.315510000000000179e-01,9.315510000000000179e-01
2.490260000000000218e+03,9.645011000000000001e-01,9.645011000000000001e-01
2.490510000000000218e+03,9.842577999999999605e-01,9.842577999999999605e-01
2.490759999999999764e+03,9.782587999999999839e-01,9.782587999999999839e-01
2.491010000000000218e+03,1.005781000000000036e+00,1.005781000000000036e+00
2.491260000000000218e+03,1.134938999999999920e+00,1.134938999999999920e+00
2.491509999999999764e+03,1.027549999999999963e+00,1.027549999999999963e+00
2.491760000000000218e+03,1.014995000000000092e+00,1.014995000000000092e+00
2.492010000000000218e+03,1.176226999999999911e+00,1.176226999999999911e+00
2.492259999999999764e+03,1.136460999999999943e+00,1.136460999999999943e+00
2.492509999999999764e+03,1.093191000000000024e+00,1.093191000000000024e+00
2.492760000000000218e+03,1.146150000000000002e+00,1.146150000000000002e+00
2.493019999999999982e+03,1.246677999999999953e+00,1.246677999999999953e+00
2.493269999999999982e+03,1.104090000000000016e+00,1.104090000000000016e+00
2.493519999999999982e+03,1.184460000000000068e+00,1.184460000000000068e+00
2.493769999999999982e+03,1.308829000000000020e+00,1.308829000000000020e+00
2.494019999999999982e+03,1.187831000000000081e+00,1.187831000000000081e+00
2.494270000000000437e+03,1.170190000000000063e+00,1.170190000000000063e+00
2.494519999999999982e+03,1.127833000000000085e+00,1.127833000000000085e+00
2.494769999999999982e+03,1.053461999999999898e+00,1.053461999999999898e+00
2.495019999999999982e+03,1.202012000000000080e+00,1.202012000000000080e+00
2.495269999999999982e+03,1.054203999999999919e+00,1.054203999999999919e+00
2.495530000000000200e+03,9.874429000000000123e-01,9.874429000000000123e-01
2.495779999999999745e+03,1.135799999999999921e+00,1.135799999999999921e+00
2.496030000000000200e+03,1.147234000000000087e+00,1.147234000000000087e+00
2.496280000000000200e+03,1.208151999999999893e+00,1.208151999999999893e+00
2.496529999999999745e+03,1.246804000000000023e+00,1.246804000000000023e+00
2.496789999999999964e+03,1.319557000000000091e+00,1.319557000000000091e+00
2.497039999999999964e+03,1.290133999999999892e+00,1.290133999999999892e+00
2.497289999999999964e+03,1.254407000000000050e+00,1.254407000000000050e+00
2.497539999999999964e+03,1.239929000000000059e+00,1.239929000000000059e+00
2.497789999999999964e+03,1.149802999999999908e+00,1.149802999999999908e+00
2.498050000000000182e+03,1.245927999999999924e+00,1.245927999999999924e+00
2.498300000000000182e+03,1.197899000000000047e+00,1.197899000000000047e+00
2.498549999999999727e+03,1.121188000000000073e+00,1.121188000000000073e+00
2.498800000000000182e+03,1.236202000000000023e+00,1.236202000000000023e+00
2.499059999999999945e+03,1.196814999999999962e+00,1.196814999999999962e+00
2.499309999999999945e+03,1.278402999999999956e+00,1.278402999999999956e+00
2.499559999999999945e+03,1.226750000000000007e+00,1.226750000000000007e+00
2.499820000000000164e+03,1.077970000000000095e+00,1.077970000000000095e+00
2.500070000000000164e+03,1.054108000000000045e+00,1.054108000000000045e+00
2.500319999999999709e+03,1.187831000000000081e+00,1.187831000000000081e+00
2.500579999999999927e+03,1.196458000000000022e+00,1.196458000000000022e+00
2.500829999999999927e+03,1.264162999999999926e+00,1.264162999999999926e+00
2.501079999999999927e+03,1.231591000000000102e+00,1.231591000000000102e+00
2.501339999999999691e+03,1.154806999999999917e+00,1.154806999999999917e+00
2.501590000000000146e+03,1.223060000000000036e+00,1.223060000000000036e+00
2.501849999999999909e+03,1.169129000000000085e+00,1.169129000000000085e+00
2.502099999999999909e+03,1.173731999999999998e+00,1.173731999999999998e+00
2.502349999999999909e+03,1.086834999999999996e+00,1.086834999999999996e+00
2.502609999999999673e+03,9.737149000000000498e-01,9.737149000000000498e-01
2.502860000000000127e+03,1.051746999999999987e+00,1.051746999999999987e+00
2.503119999999999891e+03,1.195872000000000046e+00,1.195872000000000046e+00
2.503369999999999891e+03,1.032844000000000095e+00,1.032844000000000095e+00
2.503620000000000346e+03,9.719478999999999758e-01,9.719478999999999758e-01
2.503880000000000109e+03,9.975403000000000464e-01,9.975403000000000464e-01
2.504130000000000109e+03,8.143399000000000054e-01,8.143399000000000054e-01
2.504389999999999873e+03,1.078653000000000084e+00,1.078653000000000084e+00
2.504640000000000327e+03,8.441049000000000468e-01,8.441049000000000468e-01
2.504900000000000091e+03,9.287741999999999942e-01,9.287741999999999942e-01
2.505150000000000091e+03,8.400288000000000199e-01,8.400288000000000199e-01
2.505409999999999854e+03,9.596677000000000124e-01,9.596677000000000124e-01
2.505660000000000309e+03,9.134944999999999871e-01,9.134944999999999871e-01
2.505920000000000073e+03,9.588881000000000210e-01,9.588881000000000210e-01
2.506180000000000291e+03,9.103984999999999994e-01,9.103984999999999994e-01
2.506429999999999836e+03,9.184913000000000105e-01,9.184913000000000105e-01
2.506690000000000055e+03,8.701427000000000467e-01,8.701427000000000467e-01
2.506940000000000055e+03,9.316178000000000514e-01,9.316178000000000514e-01
2.507200000000000273e+03,9.467786999999999731e-01,9.467786999999999731e-01
2.507449999999999818e+03,9.291380000000000194e-01,9.291380000000000194e-01
2.507710000000000036e+03,9.461625000000000174e-01,9.461625000000000174e-01
2.507969999999999800e+03,8.778494000000000019e-01,8.778494000000000019e-01
2.508220000000000255e+03,9.408020000000000271e-01,9.408020000000000271e-01
2.508480000000000018e+03,7.736756999999999662e-01,7.736756999999999662e-01
2.508739999999999782e+03,8.302654999999999896e-01,8.302654999999999896e-01
2.508989999999999782e+03,8.734317999999999804e-01,8.734317999999999804e-01
2.509250000000000000e+03,1.037765999999999966e+00,1.037765999999999966e+00
2.509510000000000218e+03,9.225227999999999762e-01,9.225227999999999762e-01
2.509760000000000218e+03,8.707143999999999995e-01,8.707143999999999995e-01
2.510019999999999982e+03,7.215511000000000008e-01,7.215511000000000008e-01
2.510279999999999745e+03,8.419368999999999881e-01,8.419368999999999881e-01
2.510530000000000200e+03,8.618569000000000369e-01,8.618569000000000369e-01
2.510789999999999964e+03,7.493752000000000191e-01,7.493752000000000191e-01
2.511050000000000182e+03,9.209041999999999506e-01,9.209041999999999506e-01
2.511299999999999727e+03,8.829649000000000525e-01,8.829649000000000525e-01
2.511559999999999945e+03,8.576249000000000233e-01,8.576249000000000233e-01
2.511820000000000164e+03,8.654874999999999652e-01,8.654874999999999652e-01
2.512079999999999927e+03,9.137469999999999759e-01,9.137469999999999759e-01
2.512340000000000146e+03,9.044737000000000471e-01,9.044737000000000471e-01
2.512589999999999691e+03,9.002862999999999838e-01,9.002862999999999838e-01
2.512849999999999909e+03,7.257369999999999655e-01,7.257369999999999655e-01
2.513110000000000127e+03,7.136765999999999943e-01,7.136765999999999943e-01
2.513369999999999891e+03,7.560647000000000340e-01,7.560647000000000340e-01
2.513630000000000109e+03,8.164188000000000001e-01,8.164188000000000001e-01
2.513880000000000109e+03,7.461455999999999644e-01,7.461455999999999644e-01
2.514139999999999873e+03,8.530737000000000458e-01,8.530737000000000458e-01
2.514400000000000091e+03,8.094917000000000362e-01,8.094917000000000362e-01
2.514660000000000309e+03,8.674030000000000351e-01,8.674030000000000351e-01
2.514920000000000073e+03,8.291889999999999539e-01,8.291889999999999539e-01
2.515179999999999836e+03,8.587460000000000093e-01,8.587460000000000093e-01
2.515440000000000055e+03,8.565707000000000182e-01,8.565707000000000182e-01
2.515699999999999818e+03,8.397244000000000375e-01,8.397244000000000375e-01
