energy,s012,s013,s014,s015,s016,s017,s018,mean
2.483059999999999945e+03,2.446941999999999950e+00,2.450188999999999950e+00,2.691777999999999782e+00,2.805698000000000025e+00,2.433514000000000177e+00,2.556518000000000068e+00,2.628614999999999924e+00,2.573322000000000109e+00
2.483309999999999945e+03,2.181099999999999817e+00,1.986836999999999964e+00,1.966912999999999911e+00,2.105656999999999890e+00,2.002917000000000058e+00,1.921839000000000075e+00,2.156429000000000151e+00,2.045956000000000330e+00
2.483560000000000400e+03,1.563098000000000098e+00,1.668840000000000101e+00,1.604268000000000027e+00,1.571339000000000041e+00,1.618619000000000030e+00,1.723859999999999948e+00,1.708242000000000038e+00,1.636895142857143215e+00
2.483809999999999945e+03,1.375253000000000059e+00,1.495697000000000054e+00,1.281768000000000018e+00,1.405931999999999960e+00,1.416995999999999922e+00,1.418037999999999910e+00,1.430264999999999898e+00,1.403421285714285816e+00
2.484049999999999727e+03,1.305458000000000007e+00,1.347094999999999931e+00,1.273532000000000108e+00,1.291719000000000062e+00,1.266996000000000011e+00,1.305509999999999948e+00,1.460671000000000053e+00,1.321568714285714430e+00
2.484300000000000182e+03,1.167343000000000020e+00,1.236669999999999936e+00,1.194358999999999948e+00,1.154525000000000023e+00,1.088691000000000075e+00,1.183297999999999961e+00,1.202453999999999912e+00,1.175334285714285665e+00
2.484550000000000182e+03,1.123903000000000096e+00,1.219589000000000034e+00,1.130532000000000092e+00,1.086011999999999977e+00,1.038958000000000048e+00,1.226229999999999931e+00,1.074426000000000103e+00,1.128521428571428675e+00
2.484799999999999727e+03,1.103733000000000075e+00,1.139075000000000060e+00,1.161491999999999969e+00,9.356771999999999867e-01,1.115251999999999910e+00,1.087647999999999948e+00,1.048125999999999891e+00,1.084429028571428422e+00
2.485039999999999964e+03,9.757373000000000296e-01,1.024243000000000015e+00,1.100713999999999970e+00,9.498910999999999882e-01,9.546284000000000436e-01,1.037045999999999912e+00,1.032948999999999895e+00,1.010744114285714312e+00
2.485289999999999964e+03,7.787530000000000285e-01,8.742805999999999633e-01,9.999930000000000208e-01,9.113360000000000349e-01,9.859025000000000150e-01,9.300589999999999691e-01,1.072602000000000055e+00,9.361322999999999173e-01
2.485539999999999964e+03,8.333618999999999888e-01,8.742746000000000128e-01,9.583532999999999635e-01,8.513673000000000490e-01,1.006251999999999924e+00,8.116613999999999773e-01,9.871181999999999457e-01,9.031983857142857897e-01
2.485789999999999964e+03,1.004221999999999948e+00,8.335160000000000347e-01,9.254116000000000009e-01,1.037460999999999967e+00,9.719851999999999936e-01,9.597337000000000229e-01,9.636786000000000518e-01,9.565725857142856059e-01
2.486029999999999745e+03,7.005314000000000263e-01,9.365280000000000271e-01,8.771527000000000074e-01,8.007613000000000092e-01,8.431003999999999721e-01,8.770942999999999934e-01,8.957876000000000172e-01,8.472793857142857377e-01
2.486279999999999745e+03,7.576389999999999514e-01,8.112894999999999968e-01,7.529816999999999760e-01,7.627623999999999516e-01,9.209062000000000081e-01,8.444949999999999957e-01,8.425209999999999644e-01,8.132278285714286126e-01
2.486530000000000200e+03,8.128725999999999452e-01,8.108360999999999486e-01,9.470110000000000472e-01,7.851183000000000467e-01,8.404013999999999651e-01,8.892746999999999735e-01,8.487050999999999901e-01,8.477455999999998770e-01
2.486780000000000200e+03,7.314152999999999905e-01,8.224088000000000509e-01,7.417707999999999524e-01,8.435034000000000143e-01,9.149696000000000495e-01,8.571505999999999847e-01,8.923556000000000266e-01,8.290820142857142638e-01
2.487029999999999745e+03,7.470944999999999947e-01,8.095301000000000302e-01,7.912746999999999975e-01,7.673510000000000053e-01,7.995124999999999593e-01,8.852993999999999586e-01,9.603990999999999501e-01,8.229230428571429057e-01
2.487280000000000200e+03,7.620679999999999676e-01,8.344833999999999863e-01,7.225129000000000135e-01,7.232979999999999965e-01,8.552427999999999697e-01,7.486177999999999999e-01,8.490609999999999546e-01,7.850405571428570317e-01
2.487519999999999982e+03,9.025568999999999953e-01,8.172874999999999446e-01,7.115418999999999494e-01,8.262458999999999776e-01,8.247092999999999785e-01,7.917644999999999822e-01,8.102089000000000096e-01,8.120449857142857386e-01
2.487769999999999982e+03,8.068007999999999846e-01,8.264236000000000359e-01,8.038904999999999523e-01,8.572073999999999527e-01,8.213677000000000339e-01,8.369860000000000078e-01,7.409959999999999880e-01,8.133817142857143745e-01
2.488019999999999982e+03,8.063198000000000309e-01,8.268590000000000106e-01,9.450692000000000537e-01,7.504935999999999829e-01,8.788728000000000096e-01,8.527401999999999482e-01,8.475165999999999533e-01,8.439815999999999985e-01
2.488269999999999982e+03,9.022008000000000250e-01,7.781131000000000020e-01,7.883506000000000125e-01,8.611161999999999983e-01,8.640436999999999701e-01,7.034297999999999940e-01,9.129351999999999467e-01,8.300270571428571831e-01
2.488519999999999982e+03,8.322062000000000070e-01,8.920206999999999997e-01,6.982692999999999817e-01,7.821829000000000143e-01,7.493577000000000155e-01,8.233264999999999612e-01,8.506879999999999997e-01,8.040073285714285367e-01
2.488769999999999982e+03,8.482290999999999581e-01,8.863491999999999482e-01,7.840673000000000226e-01,7.148638999999999966e-01,8.330265999999999504e-01,8.071439999999999726e-01,8.569356000000000195e-01,8.186593857142857589e-01
2.489019999999999982e+03,8.039273000000000113e-01,7.205637000000000292e-01,8.012690999999999564e-01,8.576709000000000138e-01,8.033926999999999596e-01,8.351121000000000238e-01,8.628780999999999812e-01,8.121162714285714568e-01
2.489269999999999982e+03,9.300924999999999887e-01,9.582950000000000079e-01,9.688217000000000079e-01,8.380341000000000040e-01,8.177628999999999593e-01,8.975735000000000241e-01,8.380022000000000304e-01,8.926545571428571302e-01
2.489519999999999982e+03,8.646454999999999558e-01,8.548052999999999901e-01,8.736403000000000363e-01,8.702933999999999948e-01,9.514519999999999644e-01,8.730653999999999915e-01,9.514059000000000266e-01,8.913296857142857244e-01
2.489769999999999982e+03,9.232772999999999675e-01,9.574968999999999841e-01,9.438185000000000047e-01,8.957779999999999632e-01,9.601610000000000422e-01,8.426611999999999991e-01,8.880909999999999638e-01,9.158977000000000368e-01
2.490009999999999764e+03,9.066672000000000065e-01,9.069371000000000516e-01,9.951100000000000501e-01,8.608457999999999943e-01,9.028456000000000259e-01,8.296175000000000077e-01,9.657442000000000526e-01,9.096810571428571857e-01
2.490260000000000218e+03,8.709983999999999504e-01,1.001001000000000030e+00,8.323146999999999629e-01,8.468482999999999983e-01,9.123440999999999912e-01,8.895558000000000076e-01,9.022132000000000485e-01,8.936107857142857602e-01
2.490510000000000218e+03,9.802912000000000292e-01,9.206805000000000128e-01,9.630134999999999668e-01,7.624919999999999476e-01,8.013913999999999760e-01,9.736207000000000056e-01,1.033565000000000067e+00,9.192934714285714293e-01
2.490759999999999764e+03,1.082505999999999968e+00,9.790702999999999490e-01,9.943446999999999703e-01,1.027125000000000066e+00,9.718077000000000520e-01,1.083372000000000002e+00,8.978658999999999946e-01,1.005155942857143048e+00
2.491010000000000218e+03,1.005778000000000061e+00,1.043228000000000044e+00,1.065676000000000068e+00,8.615256000000000025e-01,1.119915999999999912e+00,9.400309000000000026e-01,9.725319999999999521e-01,1.001240928571428546e+00
2.491260000000000218e+03,1.143000000000000016e+00,1.084500999999999937e+00,1.042763000000000106e+00,9.355767999999999862e-01,1.192574999999999941e+00,1.113803000000000099e+00,8.969951999999999925e-01,1.058459142857142821e+00
2.491509999999999764e+03,1.017671999999999910e+00,1.148876999999999926e+00,1.088481000000000032e+00,9.382882999999999640e-01,9.600815000000000321e-01,1.017195999999999989e+00,1.096835999999999922e+00,1.038204542857142920e+00
2.491760000000000218e+03,1.082219000000000042e+00,1.109683999999999893e+00,1.096556000000000086e+00,1.014308999999999905e+00,1.216510999999999898e+00,1.044373999999999914e+00,1.090848999999999958e+00,1.093500285714285924e+00
2.492010000000000218e+03,1.009719999999999951e+00,1.063501999999999947e+00,1.140325999999999951e+00,1.107123999999999997e+00,1.146311999999999998e+00,1.089555000000000051e+00,1.216957000000000066e+00,1.110499428571428471e+00
2.492259999999999764e+03,1.065496999999999916e+00,1.268256000000000050e+00,1.194056999999999924e+00,1.077769999999999895e+00,1.112571999999999894e+00,1.184501999999999944e+00,1.107150999999999996e+00,1.144257857142857215e+00
2.492509999999999764e+03,1.179748999999999937e+00,1.145019000000000009e+00,1.166528999999999927e+00,1.092880000000000074e+00,1.096762999999999932e+00,1.025085999999999942e+00,1.056286999999999976e+00,1.108901857142857050e+00
2.492760000000000218e+03,1.180611000000000077e+00,1.128289000000000097e+00,1.195877999999999997e+00,1.120867000000000058e+00,1.040383999999999975e+00,1.158047000000000049e+00,1.012375999999999943e+00,1.119493142857142853e+00
2.493019999999999982e+03,1.246826999999999908e+00,1.260256999999999961e+00,1.154860999999999915e+00,1.252515000000000045e+00,1.105650000000000022e+00,1.190412000000000026e+00,1.236863000000000046e+00,1.206769285714285767e+00
2.493269999999999982e+03,1.052310000000000079e+00,1.108087999999999962e+00,1.201470000000000038e+00,1.189712000000000103e+00,1.216884000000000077e+00,1.092754000000000003e+00,1.065045000000000019e+00,1.132323285714285754e+00
2.493519999999999982e+03,1.160997000000000057e+00,1.114001000000000019e+00,1.120726000000000111e+00,1.192701000000000011e+00,1.224553000000000003e+00,1.177208000000000032e+00,1.165991000000000000e+00,1.165168142857142985e+00
2.493769999999999982e+03,1.023006000000000082e+00,1.118276000000000048e+00,1.143375999999999948e+00,1.162890999999999897e+00,1.282840999999999898e+00,1.188169999999999948e+00,1.083069000000000059e+00,1.143089857142857158e+00
2.494019999999999982e+03,1.153575000000000017e+00,1.110162000000000093e+00,1.214782000000000028e+00,1.319196999999999953e+00,1.127939999999999943e+00,1.063909999999999911e+00,1.119518999999999931e+00,1.158440714285714046e+00
