energy,s025,s026,s027,mean
2.484799999999999727e+03,1.051541999999999977e+00,9.377657999999999827e-01,1.036103999999999914e+00,1.008470599999999884e+00
2.485039999999999964e+03,1.105002999999999957e+00,9.536900000000000377e-01,9.113071000000000366e-01,9.900000333333333069e-01
2.485289999999999964e+03,8.243901000000000145e-01,8.729637999999999565e-01,7.452687000000000062e-01,8.142075333333332887e-01
2.485539999999999964e+03,9.331310000000000437e-01,9.887032000000000043e-01,8.804275000000000295e-01,9.340872333333334332e-01
2.485789999999999964e+03,8.105419000000000374e-01,9.940113000000000421e-01,8.068180999999999825e-01,8.704570999999999836e-01
2.486029999999999745e+03,9.143371999999999611e-01,9.686095999999999595e-01,8.684072000000000457e-01,9.171179999999999888e-01
2.486279999999999745e+03,7.035913000000000306e-01,8.484159999999999480e-01,6.618946999999999470e-01,7.379673333333333085e-01
2.486530000000000200e+03,7.707608999999999710e-01,8.566293000000000379e-01,8.937775999999999499e-01,8.403892666666665789e-01
2.486780000000000200e+03,7.700417000000000511e-01,8.537742999999999860e-01,7.593760999999999983e-01,7.943973666666667155e-01
2.487029999999999745e+03,8.125636000000000525e-01,8.098127999999999993e-01,8.332990000000000119e-01,8.185584666666666509e-01
2.487280000000000200e+03,8.843195999999999835e-01,7.576110999999999818e-01,8.296894000000000213e-01,8.238733666666666622e-01
2.487519999999999982e+03,7.594847000000000126e-01,8.300387000000000182e-01,9.125246999999999664e-01,8.340160333333334064e-01
2.487769999999999982e+03,8.106071000000000248e-01,8.594842999999999789e-01,8.456525000000000292e-01,8.385812999999999739e-01
2.488019999999999982e+03,8.526375999999999955e-01,8.918686000000000114e-01,7.807353999999999683e-01,8.417472000000000287e-01
2.488269999999999982e+03,8.455316000000000498e-01,7.722318000000000238e-01,8.020152000000000392e-01,8.065928666666666302e-01
2.488519999999999982e+03,8.074831000000000092e-01,7.675340999999999969e-01,8.864807999999999577e-01,8.204993333333332473e-01
2.488769999999999982e+03,8.532172000000000089e-01,8.626741999999999466e-01,8.852719000000000005e-01,8.670544333333332077e-01
2.489019999999999982e+03,8.749291999999999625e-01,7.817922000000000482e-01,9.370055999999999941e-01,8.645756666666666312e-01
2.489269999999999982e+03,9.811256999999999895e-01,8.941793000000000102e-01,9.160565000000000513e-01,9.304538333333333133e-01
2.489519999999999982e+03,8.922293999999999503e-01,8.311606000000000272e-01,8.452199000000000240e-01,8.562033000000001115e-01
2.489769999999999982e+03,9.010806000000000093e-01,8.463648000000000282e-01,7.312494000000000494e-01,8.262316000000001770e-01
2.490009999999999764e+03,9.490680000000000227e-01,9.631423999999999541e-01,8.556097999999999759e-01,9.226067333333333176e-01
2.490260000000000218e+03,9.281247999999999720e-01,9.127659999999999663e-01,9.051934000000000369e-01,9.153613999999999917e-01
2.490510000000000218e+03,1.040702999999999934e+00,9.618531000000000164e-01,9.238627000000000367e-01,9.754729333333332919e-01
2.490759999999999764e+03,1.101070999999999911e+00,1.025315999999999894e+00,8.910316000000000347e-01,1.005806200000000095e+00
2.491010000000000218e+03,1.140568999999999944e+00,8.999059999999999837e-01,9.657350000000000101e-01,1.002070000000000016e+00
2.491260000000000218e+03,1.113985999999999921e+00,9.656875999999999793e-01,1.066577000000000108e+00,1.048750199999999966e+00
2.491509999999999764e+03,9.593833999999999973e-01,1.106568999999999914e+00,1.012426000000000048e+00,1.026126133333333357e+00
2.491760000000000218e+03,1.087145999999999946e+00,1.010680999999999941e+00,1.063269999999999937e+00,1.053698999999999941e+00
2.492010000000000218e+03,1.217168000000000028e+00,1.111685000000000034e+00,1.115228000000000108e+00,1.148027000000000131e+00
2.492259999999999764e+03,1.022461000000000064e+00,1.154752000000000001e+00,1.060783000000000031e+00,1.079331999999999958e+00
2.492509999999999764e+03,1.166206000000000076e+00,1.025516000000000094e+00,1.163464999999999971e+00,1.118395666666666788e+00
2.492760000000000218e+03,1.082764000000000060e+00,1.177708999999999895e+00,1.067415000000000003e+00,1.109296000000000060e+00
2.493019999999999982e+03,1.071879000000000026e+00,1.141272999999999982e+00,1.161737999999999937e+00,1.124963333333333315e+00
2.493269999999999982e+03,1.109118000000000048e+00,1.229794000000000054e+00,1.114244000000000012e+00,1.151051999999999964e+00
2.493519999999999982e+03,1.188793999999999906e+00,1.238836000000000048e+00,1.203108999999999984e+00,1.210246333333333313e+00
2.493769999999999982e+03,1.218040000000000012e+00,1.009165000000000090e+00,1.215397000000000061e+00,1.147534000000000054e+00
2.494019999999999982e+03,1.126873000000000014e+00,1.193348999999999993e+00,1.250766999999999962e+00,1.190329666666666730e+00
2.494270000000000437e+03,1.112479999999999913e+00,1.055071000000000092e+00,1.192210999999999910e+00,1.119920666666666564e+00
2.494519999999999982e+03,1.121572999999999931e+00,1.182639999999999914e+00,1.091352000000000100e+00,1.131855000000000055e+00
2.494769999999999982e+03,1.171257999999999910e+00,1.080573000000000006e+00,1.244065999999999894e+00,1.165299000000000085e+00
2.495019999999999982e+03,9.652437999999999851e-01,1.048824999999999896e+00,1.227511999999999937e+00,1.080526933333333384e+00
2.495269999999999982e+03,1.312588000000000088e+00,1.189740000000000020e+00,1.107110999999999956e+00,1.203146333333333429e+00
2.495530000000000200e+03,1.222514000000000101e+00,1.008814000000000100e+00,1.110721000000000069e+00,1.114016333333333497e+00
2.495779999999999745e+03,1.190722999999999976e+00,1.172827999999999982e+00,1.158068000000000097e+00,1.173873000000000166e+00
2.496030000000000200e+03,1.164700000000000069e+00,1.200917000000000012e+00,1.216795999999999989e+00,1.194137666666666764e+00
2.496280000000000200e+03,1.267026999999999903e+00,1.137170000000000014e+00,1.140382999999999925e+00,1.181526666666666614e+00
2.496529999999999745e+03,1.332181000000000060e+00,1.098548999999999998e+00,1.203756999999999966e+00,1.211495666666666748e+00
2.496789999999999964e+03,1.133440999999999921e+00,1.395122999999999891e+00,1.162031000000000036e+00,1.230198333333333283e+00
