energy,s003,s004,s005,s006,s007,s009,s010,s011,mean
2.482079999999999927e+03,5.142641000000000240e+00,4.986724999999999852e+00,4.902324000000000126e+00,5.075008999999999659e+00,4.906035000000000146e+00,5.041447999999999929e+00,4.491230999999999973e+00,5.181318000000000090e+00,4.965841374999999225e+00
2.482320000000000164e+03,4.726619999999999600e+00,4.655943999999999861e+00,4.351409999999999556e+00,4.432758999999999894e+00,4.657267000000000046e+00,4.942796000000000411e+00,4.816900999999999655e+00,4.720746000000000109e+00,4.663055374999999891e+00
2.482570000000000164e+03,4.288270999999999944e+00,4.224332999999999672e+00,3.923111000000000015e+00,4.269420000000000215e+00,4.255364000000000146e+00,4.236012999999999806e+00,4.087780999999999665e+00,4.113656999999999897e+00,4.174743749999999309e+00
2.482819999999999709e+03,3.674446000000000101e+00,3.636060000000000070e+00,3.507505999999999791e+00,3.579435999999999840e+00,3.686415999999999915e+00,3.803955999999999893e+00,3.576674999999999827e+00,3.703991999999999951e+00,3.646060874999999868e+00
2.483059999999999945e+03,2.868234999999999868e+00,3.142221999999999849e+00,3.018457999999999863e+00,2.779776000000000025e+00,3.048130000000000006e+00,3.090669000000000111e+00,2.981797999999999949e+00,2.992647999999999975e+00,2.990242000000000289e+00
2.483309999999999945e+03,2.342978000000000005e+00,2.285146000000000122e+00,2.286925000000000097e+00,2.146173999999999804e+00,2.258351999999999915e+00,2.407621999999999929e+00,2.386855999999999867e+00,2.372684000000000015e+00,2.310842124999999747e+00
2.483560000000000400e+03,1.978993000000000002e+00,1.887677000000000049e+00,1.872298999999999936e+00,1.805992999999999959e+00,1.995484000000000036e+00,1.862648999999999999e+00,1.950236999999999998e+00,1.835947999999999913e+00,1.898659999999999792e+00
2.483809999999999945e+03,1.538062000000000040e+00,1.323606000000000060e+00,1.557617000000000029e+00,1.688001000000000085e+00,1.517018999999999895e+00,1.515227000000000102e+00,1.638560999999999934e+00,1.489765000000000006e+00,1.533482249999999825e+00
2.484049999999999727e+03,1.437535000000000007e+00,1.176598000000000033e+00,1.384066999999999936e+00,1.379361999999999977e+00,1.359413999999999900e+00,1.299120999999999970e+00,1.410133000000000081e+00,1.280237999999999987e+00,1.340808500000000070e+00
2.484300000000000182e+03,1.193940000000000001e+00,1.202009000000000105e+00,1.091008999999999896e+00,1.203627000000000002e+00,1.282416999999999918e+00,1.325825999999999949e+00,1.083839999999999915e+00,1.284002000000000088e+00,1.208333749999999984e+00
2.484550000000000182e+03,1.143651999999999891e+00,1.123051000000000021e+00,1.209486000000000061e+00,1.116190000000000015e+00,1.123610999999999915e+00,1.103221999999999925e+00,1.103382000000000085e+00,1.090548000000000073e+00,1.126642749999999804e+00
2.484799999999999727e+03,1.036983999999999906e+00,1.074287999999999910e+00,1.011125000000000052e+00,1.018742999999999954e+00,9.325622000000000078e-01,1.188911999999999969e+00,1.126595000000000013e+00,9.124425000000000452e-01,1.037706462500000093e+00
2.485039999999999964e+03,1.029638000000000053e+00,1.034337000000000062e+00,9.628533000000000230e-01,9.997175000000000367e-01,1.006075999999999970e+00,9.444268999999999581e-01,9.535852000000000217e-01,9.912872000000000350e-01,9.902401375000000616e-01
2.485289999999999964e+03,8.755397000000000318e-01,9.432120000000000504e-01,1.057662000000000102e+00,8.295506000000000268e-01,9.688421999999999867e-01,9.275649000000000255e-01,9.971776999999999447e-01,1.057876000000000039e+00,9.571781375000000258e-01
2.485539999999999964e+03,8.342578000000000493e-01,9.457830999999999877e-01,8.868084999999999996e-01,9.251036000000000259e-01,9.036222999999999894e-01,1.009849999999999914e+00,8.553623999999999672e-01,9.081464999999999677e-01,9.086167749999999321e-01
2.485789999999999964e+03,8.165841999999999823e-01,7.478582000000000285e-01,9.153284999999999894e-01,9.050447000000000353e-01,9.268102999999999758e-01,8.603709999999999969e-01,7.324443000000000481e-01,7.986644999999999994e-01,8.378882125000000070e-01
2.486029999999999745e+03,8.830993999999999788e-01,8.918336000000000041e-01,8.870576000000000016e-01,7.729082999999999926e-01,7.783339999999999703e-01,8.016666000000000070e-01,8.176752000000000464e-01,7.627068999999999654e-01,8.244101999999999819e-01
2.486279999999999745e+03,6.948311999999999822e-01,8.775055999999999967e-01,8.749316000000000315e-01,7.242414999999999825e-01,7.614786000000000055e-01,7.003125000000000044e-01,8.397864000000000440e-01,7.885828000000000282e-01,7.827087750000001343e-01
2.486530000000000200e+03,7.182950000000000168e-01,8.390193999999999708e-01,8.776367999999999947e-01,7.564904000000000073e-01,7.523969000000000351e-01,8.197524999999999951e-01,8.655625999999999598e-01,8.031268000000000296e-01,8.040350499999999734e-01
2.486780000000000200e+03,6.664447000000000010e-01,7.706760000000000277e-01,9.081662999999999819e-01,7.834645000000000081e-01,7.217554999999999943e-01,7.686652999999999958e-01,8.422703000000000273e-01,8.142924000000000273e-01,7.844668750000000079e-01
2.487029999999999745e+03,7.092619999999999481e-01,7.041975000000000318e-01,8.611396000000000051e-01,7.419664000000000259e-01,7.022175000000000500e-01,7.886783000000000543e-01,6.759186000000000361e-01,7.185496999999999579e-01,7.377411999999999859e-01
2.487280000000000200e+03,7.499312999999999674e-01,7.934425000000000505e-01,7.833035000000000414e-01,7.983352999999999700e-01,7.890038000000000329e-01,7.946028000000000535e-01,7.182427000000000117e-01,7.660453000000000401e-01,7.741134000000000626e-01
2.487519999999999982e+03,7.013443999999999789e-01,7.643543999999999894e-01,7.427546000000000426e-01,8.162736000000000436e-01,7.469185999999999881e-01,7.586458000000000368e-01,8.286198999999999648e-01,7.596477999999999842e-01,7.648198874999998509e-01
2.487769999999999982e+03,7.553771999999999709e-01,6.597186999999999912e-01,8.052340999999999527e-01,7.771160999999999763e-01,8.332910999999999513e-01,6.392506999999999495e-01,6.789479000000000486e-01,8.247797999999999519e-01,7.467144499999999185e-01
2.488019999999999982e+03,7.531052000000000302e-01,7.053293000000000479e-01,7.165017000000000191e-01,7.294629000000000252e-01,8.025563000000000002e-01,7.110090999999999495e-01,7.380704999999999627e-01,7.804362999999999717e-01,7.420589125000000008e-01
2.488269999999999982e+03,7.555494000000000376e-01,7.181254999999999722e-01,7.971865000000000201e-01,6.832768000000000175e-01,7.772930999999999591e-01,6.992447999999999997e-01,7.657363999999999837e-01,6.699566999999999606e-01,7.332961500000000354e-01
2.488519999999999982e+03,7.940498000000000278e-01,7.114209000000000227e-01,7.398552999999999935e-01,6.156914999999999472e-01,8.589012999999999787e-01,8.269790999999999670e-01,7.701886999999999484e-01,7.616228999999999916e-01,7.598386874999999430e-01
2.488769999999999982e+03,7.934440000000000381e-01,8.036683000000000021e-01,9.062082999999999666e-01,7.672466999999999482e-01,7.034120000000000372e-01,8.032941999999999583e-01,8.214331999999999745e-01,7.319164999999999699e-01,7.913278999999998620e-01
2.489019999999999982e+03,8.737015000000000198e-01,7.463712000000000124e-01,7.784617000000000342e-01,7.101043000000000216e-01,7.875491999999999493e-01,7.889713000000000420e-01,8.962491999999999681e-01,7.287044999999999773e-01,7.887641125000000031e-01
2.489269999999999982e+03,8.037575999999999610e-01,9.540750999999999538e-01,9.188667000000000362e-01,7.147521999999999487e-01,8.741552999999999685e-01,8.732486000000000415e-01,7.590078000000000102e-01,8.486272999999999733e-01,8.433113249999999450e-01
2.489519999999999982e+03,7.740903999999999563e-01,7.934278000000000164e-01,8.046029000000000098e-01,8.539972999999999592e-01,8.286135000000000028e-01,7.610546999999999729e-01,9.106081999999999788e-01,7.459816999999999698e-01,8.090470624999999139e-01
2.489769999999999982e+03,8.594910000000000050e-01,7.330248000000000319e-01,8.547502999999999629e-01,8.833587999999999996e-01,8.493992999999999682e-01,8.598696999999999591e-01,9.051466000000000234e-01,8.964221999999999468e-01,8.551828375000000149e-01
2.490009999999999764e+03,8.830443000000000042e-01,7.779352000000000489e-01,8.594135000000000524e-01,8.629930999999999575e-01,8.912976999999999705e-01,9.001430999999999738e-01,8.875520999999999550e-01,8.556498999999999633e-01,8.647536124999999352e-01
2.490260000000000218e+03,9.499106999999999967e-01,7.637171000000000376e-01,9.521100000000000119e-01,8.553644000000000247e-01,8.494192999999999882e-01,8.017577999999999649e-01,1.078227999999999964e+00,7.911232000000000264e-01,8.802038125000000157e-01
2.490510000000000218e+03,9.198579999999999535e-01,9.651653999999999511e-01,8.621100999999999903e-01,9.623072000000000292e-01,9.286520000000000330e-01,9.854749999999999899e-01,9.358904999999999585e-01,9.912473000000000534e-01,9.438381875000000365e-01
2.490759999999999764e+03,1.002256999999999953e+00,9.941069000000000155e-01,1.022779000000000105e+00,9.661615999999999538e-01,9.255957999999999686e-01,8.977017000000000468e-01,9.783663000000000221e-01,1.021857999999999933e+00,9.761032874999999720e-01
