energy,s039,s040,s041,s042,s043,s044,s045,s046,s047,mean
2.488519999999999982e+03,7.953544000000000169e-01,7.472166999999999559e-01,7.722594000000000403e-01,8.710130999999999846e-01,8.531617999999999702e-01,8.409349000000000407e-01,8.213496000000000130e-01,7.770226999999999551e-01,8.045225000000000293e-01,8.092038999999998650e-01
2.488769999999999982e+03,8.398065999999999587e-01,8.264848000000000194e-01,7.274988999999999484e-01,8.807310000000000416e-01,8.674614999999999965e-01,7.449993999999999783e-01,8.137052000000000174e-01,6.998280999999999530e-01,8.009245000000000392e-01,8.001600000000000934e-01
2.489019999999999982e+03,7.968345999999999485e-01,9.795867000000000324e-01,9.390939000000000370e-01,9.284377000000000324e-01,8.894079999999999764e-01,9.762503999999999627e-01,7.004422999999999622e-01,8.374426999999999843e-01,8.849555000000000060e-01,8.813835333333331912e-01
2.489269999999999982e+03,8.503549000000000246e-01,8.687253999999999809e-01,8.030519000000000407e-01,8.469721999999999529e-01,1.017147999999999941e+00,9.286204999999999599e-01,9.546116999999999519e-01,8.835444000000000075e-01,7.632415999999999645e-01,8.795856222222221410e-01
2.489519999999999982e+03,9.634485999999999883e-01,8.723049000000000497e-01,7.926535000000000108e-01,8.388727000000000267e-01,9.290129999999999777e-01,9.734237000000000029e-01,8.942965000000000497e-01,8.335074999999999568e-01,8.648354000000000319e-01,8.847061999999998871e-01
2.489769999999999982e+03,8.800130999999999926e-01,8.975726000000000537e-01,9.902895000000000447e-01,9.678683000000000147e-01,8.804216000000000264e-01,8.527434000000000403e-01,9.543897999999999548e-01,8.340085999999999888e-01,9.020378999999999481e-01,9.065938666666666368e-01
2.490009999999999764e+03,9.923667000000000460e-01,8.805524999999999602e-01,9.282158999999999827e-01,9.213902000000000481e-01,9.315193999999999974e-01,9.899970000000000159e-01,8.454397999999999636e-01,9.735738000000000447e-01,8.829040000000000221e-01,9.273288111111112064e-01
2.490260000000000218e+03,9.715506999999999893e-01,1.051215000000000011e+00,1.038373999999999908e+00,8.995708999999999511e-01,9.840756000000000503e-01,9.765357999999999539e-01,9.603568000000000104e-01,1.049506000000000050e+00,1.013692999999999955e+00,9.938753111111111593e-01
2.490510000000000218e+03,9.944233999999999574e-01,9.514367000000000241e-01,9.365765999999999813e-01,9.362869999999999804e-01,9.900316999999999590e-01,1.020353999999999983e+00,1.025657000000000041e+00,9.718567999999999651e-01,9.273654999999999538e-01,9.726654111111111556e-01
2.490759999999999764e+03,9.869445999999999497e-01,1.052280000000000104e+00,1.021999000000000102e+00,9.351688000000000223e-01,1.133850000000000025e+00,9.118998999999999855e-01,1.033206000000000069e+00,1.007074000000000025e+00,9.659645000000000037e-01,1.005376311111111143e+00
2.491010000000000218e+03,1.033414000000000055e+00,1.015090999999999966e+00,1.050877999999999979e+00,1.029485999999999901e+00,1.021462000000000092e+00,9.684608999999999579e-01,1.057817999999999925e+00,1.035452999999999957e+00,1.017960999999999894e+00,1.025558211111111007e+00
2.491260000000000218e+03,1.211433999999999900e+00,1.083728000000000025e+00,1.105134999999999978e+00,1.042720000000000091e+00,1.094654999999999934e+00,1.084032000000000107e+00,1.090773999999999910e+00,1.081318999999999919e+00,1.117235999999999896e+00,1.101225888888889060e+00
2.491509999999999764e+03,1.087105999999999906e+00,1.011041999999999996e+00,1.125339000000000089e+00,1.033708999999999989e+00,1.208876000000000062e+00,1.010318000000000049e+00,9.962290000000000312e-01,1.142336000000000018e+00,1.195286000000000071e+00,1.090026777777777678e+00
2.491760000000000218e+03,1.069701999999999931e+00,1.089908000000000099e+00,1.133032000000000039e+00,1.081658000000000008e+00,1.193462000000000023e+00,1.110568000000000000e+00,1.220202999999999927e+00,1.119181999999999899e+00,1.148876000000000008e+00,1.129621222222222165e+00
2.492010000000000218e+03,1.036553999999999975e+00,1.057887999999999940e+00,1.149364999999999970e+00,1.133505999999999903e+00,9.188125999999999793e-01,1.217805999999999944e+00,1.199418000000000095e+00,1.217058999999999891e+00,1.119634999999999936e+00,1.116671511111111181e+00
2.492259999999999764e+03,1.154126999999999903e+00,1.091833999999999971e+00,1.048550000000000093e+00,9.946237999999999468e-01,1.044780000000000042e+00,1.257784999999999931e+00,1.104271999999999920e+00,1.160625999999999935e+00,1.046950000000000047e+00,1.100394200000000211e+00
2.492509999999999764e+03,1.086981999999999893e+00,1.291539999999999910e+00,1.123283999999999949e+00,1.186965999999999966e+00,1.187697999999999920e+00,1.137029999999999985e+00,1.205057000000000045e+00,1.147243999999999930e+00,1.151432000000000011e+00,1.168581444444444450e+00
2.492760000000000218e+03,1.029066999999999954e+00,1.133494999999999919e+00,1.082594999999999974e+00,1.046589999999999909e+00,1.141184999999999894e+00,1.184382999999999964e+00,1.114465999999999957e+00,1.211076000000000041e+00,1.115302999999999933e+00,1.117573333333333530e+00
2.493019999999999982e+03,1.029854000000000047e+00,1.186717000000000022e+00,1.225749999999999895e+00,1.186811000000000060e+00,1.127744999999999997e+00,1.198020000000000085e+00,1.324621000000000048e+00,1.061002000000000001e+00,1.221489999999999965e+00,1.173556666666666803e+00
2.493269999999999982e+03,1.150738000000000039e+00,1.244763999999999982e+00,1.322224000000000066e+00,1.090537000000000090e+00,1.014553999999999956e+00,1.138198999999999961e+00,1.207101999999999897e+00,1.174539000000000000e+00,1.267015999999999920e+00,1.178852555555555348e+00
2.493519999999999982e+03,1.199070000000000080e+00,1.010172999999999988e+00,1.152079999999999993e+00,1.223703999999999903e+00,1.150843999999999978e+00,1.232491999999999921e+00,1.251889000000000030e+00,1.152976999999999919e+00,1.196825000000000028e+00,1.174450444444444352e+00
2.493769999999999982e+03,1.134651000000000076e+00,1.180428000000000033e+00,1.142052999999999985e+00,1.046508999999999912e+00,1.070411999999999919e+00,1.277166000000000023e+00,1.114697999999999967e+00,1.147818000000000005e+00,1.214869999999999894e+00,1.147622777777777658e+00
2.494019999999999982e+03,1.161302000000000056e+00,1.139127000000000001e+00,1.061384000000000105e+00,1.097415999999999947e+00,1.336896000000000084e+00,1.213157000000000041e+00,9.832832999999999712e-01,1.068451999999999957e+00,1.117464999999999931e+00,1.130942477777777899e+00
2.494270000000000437e+03,1.148377999999999899e+00,1.167418000000000067e+00,1.145172000000000079e+00,1.031325000000000047e+00,1.155918000000000001e+00,1.154303000000000079e+00,1.067158999999999969e+00,1.091428999999999983e+00,1.160711000000000048e+00,1.124645888888888834e+00
2.494519999999999982e+03,1.161340999999999957e+00,9.909751999999999450e-01,1.167267000000000055e+00,1.141474000000000100e+00,1.012083000000000066e+00,1.198147999999999991e+00,1.229980000000000073e+00,1.289808000000000066e+00,1.056591999999999976e+00,1.138629800000000136e+00
2.494769999999999982e+03,1.214542000000000010e+00,9.969434999999999825e-01,1.231494000000000089e+00,1.126179000000000041e+00,9.401827000000000378e-01,1.063803000000000054e+00,1.136675000000000102e+00,1.022659999999999902e+00,1.160339999999999927e+00,1.099202133333333276e+00
2.495019999999999982e+03,1.144740000000000091e+00,1.254037999999999986e+00,1.252359000000000000e+00,1.173246000000000011e+00,1.150722000000000023e+00,1.031301000000000023e+00,1.291366000000000014e+00,1.297214000000000089e+00,1.174590000000000023e+00,1.196619555555555658e+00
2.495269999999999982e+03,1.272837999999999914e+00,1.282508999999999899e+00,1.170419000000000098e+00,1.160018999999999911e+00,1.090576999999999908e+00,1.164238000000000106e+00,1.176598000000000033e+00,1.138377999999999890e+00,1.204785999999999913e+00,1.184484666666666630e+00
2.495530000000000200e+03,1.255808000000000035e+00,1.120735999999999954e+00,1.177699000000000051e+00,1.222461000000000020e+00,1.029654000000000069e+00,1.201214999999999922e+00,1.175929000000000002e+00,1.171303999999999901e+00,1.124770999999999965e+00,1.164397444444444263e+00
2.495779999999999745e+03,1.389936000000000060e+00,1.116929999999999978e+00,1.192669999999999897e+00,1.184655999999999931e+00,1.135518000000000027e+00,1.058159000000000072e+00,1.226811000000000096e+00,1.222261999999999960e+00,1.062699000000000060e+00,1.176626777777777910e+00
2.496030000000000200e+03,1.379815999999999931e+00,1.136260000000000048e+00,1.169205999999999968e+00,1.223063999999999929e+00,1.052953999999999946e+00,1.184871000000000008e+00,1.109688999999999925e+00,1.221333000000000002e+00,1.252931999999999935e+00,1.192236111111111052e+00
2.496280000000000200e+03,1.365139000000000102e+00,1.384816999999999965e+00,1.080392000000000019e+00,1.134146000000000098e+00,1.210798000000000041e+00,1.162663000000000002e+00,1.335696999999999912e+00,1.089645999999999892e+00,1.142460999999999949e+00,1.211751000000000023e+00
2.496529999999999745e+03,1.326187000000000005e+00,1.267838999999999938e+00,1.108568999999999916e+00,1.238188999999999984e+00,1.242952999999999975e+00,1.165656000000000025e+00,1.192120999999999986e+00,1.116448000000000107e+00,1.122128000000000014e+00,1.197787777777777674e+00
2.496789999999999964e+03,1.360916999999999932e+00,1.122279000000000027e+00,1.249824999999999964e+00,1.263252000000000042e+00,1.273746000000000045e+00,1.153575000000000017e+00,1.330154000000000059e+00,1.130080999999999891e+00,1.229071999999999942e+00,1.234766777777777769e+00
2.497039999999999964e+03,1.092130999999999963e+00,1.228620999999999963e+00,1.256402999999999937e+00,1.147315000000000085e+00,1.216928000000000010e+00,1.117601999999999984e+00,1.191897999999999902e+00,1.274583000000000022e+00,1.261864000000000097e+00,1.198593888888888737e+00
2.497289999999999964e+03,1.228642999999999930e+00,1.162843999999999989e+00,1.218809000000000031e+00,1.178668000000000049e+00,1.146616999999999997e+00,1.093746000000000107e+00,1.058758000000000088e+00,1.258893999999999957e+00,1.263355000000000006e+00,1.178925999999999918e+00
2.497539999999999964e+03,1.219162000000000079e+00,1.287066999999999961e+00,1.235983999999999972e+00,1.086225999999999914e+00,1.120060000000000056e+00,1.167801000000000089e+00,1.135521999999999920e+00,1.415157999999999916e+00,1.218428000000000067e+00,1.209489777777777775e+00
2.497789999999999964e+03,1.274599000000000038e+00,1.195678000000000019e+00,1.206577000000000011e+00,1.311730999999999980e+00,1.217365000000000030e+00,1.064218000000000108e+00,1.272508999999999890e+00,1.244825999999999988e+00,1.279025000000000079e+00,1.229614222222222386e+00
2.498050000000000182e+03,1.146881999999999957e+00,1.234401999999999999e+00,1.182700000000000085e+00,1.385679000000000105e+00,1.255346000000000073e+00,1.215540999999999983e+00,1.199796000000000085e+00,1.221260000000000012e+00,1.274408999999999903e+00,1.235112777777778170e+00
2.498300000000000182e+03,1.233691000000000093e+00,1.273109999999999964e+00,1.218436999999999992e+00,1.187532000000000032e+00,1.299334999999999907e+00,1.230760999999999994e+00,1.397296000000000094e+00,1.167111000000000010e+00,1.248979000000000061e+00,1.250694666666666954e+00
2.498549999999999727e+03,1.192004000000000064e+00,1.367523000000000044e+00,1.298651999999999918e+00,1.106964000000000059e+00,1.116705999999999976e+00,1.131607000000000030e+00,1.172538000000000080e+00,1.063433999999999990e+00,1.233136000000000010e+00,1.186951555555555204e+00
2.498800000000000182e+03,1.399167999999999967e+00,1.122389000000000081e+00,1.239730999999999916e+00,1.128363999999999923e+00,1.133561000000000041e+00,1.079455999999999971e+00,1.055609000000000020e+00,1.241325999999999929e+00,1.030294000000000043e+00,1.158877555555555494e+00
2.499059999999999945e+03,1.298483999999999972e+00,1.174279000000000073e+00,1.086524000000000045e+00,1.326901000000000108e+00,1.257948000000000066e+00,1.033797000000000077e+00,1.039377999999999913e+00,1.296675999999999940e+00,1.231321000000000110e+00,1.193923111111111046e+00
2.499309999999999945e+03,1.292478000000000016e+00,1.087409000000000070e+00,1.297133000000000091e+00,1.202612999999999932e+00,1.200588999999999906e+00,1.188315000000000010e+00,1.205327999999999955e+00,1.190212999999999965e+00,1.302222999999999908e+00,1.218477888888888749e+00
2.499559999999999945e+03,1.235678000000000054e+00,1.077398999999999996e+00,1.118876999999999899e+00,1.257101999999999942e+00,1.249371999999999927e+00,1.148889000000000049e+00,1.182401999999999953e+00,1.131539999999999990e+00,1.172846000000000055e+00,1.174900555555555393e+00
2.499820000000000164e+03,1.090136999999999912e+00,1.216660999999999992e+00,1.166349999999999998e+00,1.099954000000000098e+00,1.252140000000000031e+00,1.315809999999999924e+00,1.200231999999999966e+00,1.201451000000000047e+00,1.008018999999999998e+00,1.172306000000000070e+00
2.500070000000000164e+03,1.209494000000000069e+00,1.273509000000000002e+00,1.176387000000000072e+00,1.324546000000000001e+00,1.243590999999999891e+00,1.207162999999999986e+00,1.299263000000000057e+00,1.226631999999999945e+00,1.248995000000000077e+00,1.245508888888888999e+00
2.500319999999999709e+03,1.062192000000000025e+00,1.141084999999999905e+00,1.083329999999999904e+00,1.147116000000000025e+00,1.225730999999999904e+00,1.187780999999999976e+00,1.159407999999999994e+00,1.172423999999999911e+00,1.213527999999999940e+00,1.154732777777777830e+00
2.500579999999999927e+03,1.281944999999999890e+00,1.308286000000000060e+00,1.158625000000000016e+00,1.239292000000000060e+00,1.275999000000000105e+00,1.103615999999999930e+00,9.129796999999999496e-01,1.232563999999999993e+00,1.119950000000000001e+00,1.181472966666666569e+00
2.500829999999999927e+03,1.092255999999999894e+00,1.126791000000000098e+00,1.025862000000000052e+00,1.202634999999999899e+00,1.214517999999999986e+00,1.303776000000000046e+00,1.234728000000000048e+00,1.007273000000000085e+00,1.135944000000000065e+00,1.149309222222222315e+00
2.501079999999999927e+03,1.182220000000000049e+00,1.125185000000000102e+00,1.274543999999999899e+00,1.239219000000000070e+00,1.182773000000000074e+00,1.125898000000000065e+00,1.069145999999999930e+00,1.223198000000000008e+00,1.212833999999999968e+00,1.181668555555555722e+00
2.501339999999999691e+03,1.005142999999999898e+00,1.210590999999999973e+00,1.093514000000000097e+00,1.131035000000000013e+00,1.260882000000000058e+00,1.086913999999999936e+00,1.160406000000000049e+00,1.173721000000000014e+00,1.146760999999999919e+00,1.140996333333333279e+00
2.501590000000000146e+03,1.226804000000000006e+00,1.119553999999999938e+00,1.127196000000000087e+00,1.048310999999999993e+00,1.138538999999999968e+00,1.209133000000000013e+00,1.202469999999999928e+00,1.062246999999999941e+00,1.198261000000000021e+00,1.148057222222222062e+00
2.501849999999999909e+03,1.187821000000000016e+00,1.157972000000000001e+00,1.107496000000000036e+00,1.101777999999999924e+00,1.213383000000000100e+00,9.572095000000000464e-01,1.047304999999999930e+00,1.105755000000000043e+00,1.124786999999999981e+00,1.111500722222221960e+00
2.502099999999999909e+03,9.922809999999999686e-01,1.023315999999999892e+00,1.102724999999999955e+00,1.017752999999999908e+00,1.004625000000000101e+00,1.028345999999999982e+00,1.093544999999999989e+00,1.052793000000000090e+00,1.196350999999999942e+00,1.056859444444444351e+00
2.502349999999999909e+03,1.089825000000000044e+00,1.091512999999999955e+00,1.107280999999999960e+00,1.137022999999999895e+00,9.891408999999999896e-01,1.116487999999999925e+00,1.195183000000000106e+00,1.099919000000000091e+00,1.020936000000000066e+00,1.094145433333333362e+00
2.502609999999999673e+03,1.122022999999999993e+00,9.949462000000000028e-01,1.110837999999999992e+00,1.216199999999999948e+00,1.197802999999999951e+00,1.219997999999999916e+00,1.001490999999999909e+00,1.042799999999999949e+00,1.040243000000000029e+00,1.105149133333333422e+00
2.502860000000000127e+03,1.075957999999999970e+00,1.017088999999999910e+00,1.041963999999999890e+00,1.022358000000000100e+00,1.228979999999999961e+00,9.869217000000000128e-01,1.002566000000000068e+00,1.108003000000000071e+00,9.974229000000000012e-01,1.053473622222222073e+00
2.503119999999999891e+03,1.098340000000000094e+00,1.243667000000000078e+00,9.788504000000000094e-01,1.076125999999999916e+00,1.218604999999999938e+00,9.435826000000000491e-01,1.078176999999999941e+00,1.042040999999999995e+00,1.011562000000000072e+00,1.076772333333333442e+00
2.503369999999999891e+03,9.749550999999999634e-01,1.014863999999999988e+00,1.019894000000000078e+00,1.034974000000000061e+00,9.231966999999999812e-01,1.028041999999999900e+00,1.016791000000000000e+00,1.016359000000000012e+00,1.003033000000000063e+00,1.003567644444444351e+00
2.503620000000000346e+03,9.636744999999999894e-01,8.158090999999999537e-01,8.705743999999999705e-01,8.925969999999999738e-01,9.226465000000000360e-01,1.028116000000000030e+00,9.158819000000000266e-01,9.698670999999999820e-01,1.023895000000000000e+00,9.336734999999999340e-01
2.503880000000000109e+03,9.730307999999999735e-01,9.386069999999999691e-01,1.029444000000000026e+00,8.481197999999999793e-01,9.442873000000000516e-01,9.929434000000000315e-01,1.090986999999999929e+00,9.233379999999999921e-01,1.045970999999999984e+00,9.763031444444444373e-01
2.504130000000000109e+03,1.056599000000000066e+00,9.089218999999999493e-01,1.140262000000000109e+00,9.926374999999999504e-01,1.071642999999999901e+00,1.127067000000000041e+00,1.108022000000000062e+00,1.124959000000000042e+00,8.963332000000000521e-01,1.047382733333333427e+00
2.504389999999999873e+03,1.010799000000000003e+00,9.650809000000000193e-01,1.028799999999999937e+00,9.257967000000000279e-01,8.658021999999999663e-01,1.008632999999999891e+00,8.896055999999999964e-01,1.044081999999999955e+00,1.031263999999999958e+00,9.744292666666667380e-01
2.504640000000000327e+03,9.362833999999999879e-01,8.215894000000000252e-01,9.660906999999999689e-01,9.710684000000000538e-01,9.694475999999999649e-01,8.448571999999999749e-01,7.679928999999999784e-01,9.377520999999999773e-01,1.155156000000000072e+00,9.300264111111111731e-01
2.504900000000000091e+03,1.017209999999999948e+00,1.009106999999999976e+00,9.017144000000000270e-01,9.409952000000000316e-01,1.012083000000000066e+00,9.718491999999999686e-01,9.716941000000000050e-01,1.038510999999999962e+00,1.000744999999999996e+00,9.848787666666667384e-01
2.505150000000000091e+03,1.024361999999999995e+00,9.862912999999999819e-01,9.325489999999999613e-01,1.099563999999999986e+00,8.783168999999999560e-01,9.970959000000000350e-01,1.245076999999999989e+00,8.086881000000000208e-01,9.879940000000000389e-01,9.955486888888889219e-01
2.505409999999999854e+03,8.851936999999999722e-01,1.008669000000000038e+00,9.058823000000000292e-01,1.014685000000000059e+00,9.006999999999999451e-01,8.772995000000000099e-01,8.968983000000000372e-01,1.010877000000000026e+00,1.169184999999999919e+00,9.632655333333334235e-01
2.505660000000000309e+03,9.317805000000000115e-01,9.091647000000000478e-01,9.692435000000000356e-01,9.203455999999999859e-01,7.263752999999999460e-01,8.976486999999999661e-01,1.035511999999999988e+00,9.541117999999999544e-01,9.721505000000000285e-01,9.240369555555556502e-01
2.505920000000000073e+03,8.743883999999999546e-01,9.257773999999999726e-01,1.029584000000000055e+00,9.320203000000000237e-01,7.518308000000000213e-01,8.621957000000000093e-01,8.710736000000000034e-01,9.015473000000000514e-01,8.031968999999999914e-01,8.835127111111110709e-01
2.506180000000000291e+03,9.539910000000000334e-01,8.558487999999999651e-01,9.018051999999999735e-01,8.701451000000000047e-01,8.641952999999999996e-01,7.784811999999999843e-01,8.526569000000000509e-01,9.444949999999999735e-01,8.820518999999999998e-01,8.781855999999998996e-01
2.506429999999999836e+03,8.688493999999999939e-01,8.417660000000000142e-01,8.991641000000000217e-01,7.476673000000000346e-01,9.550465999999999678e-01,9.727055000000000007e-01,9.864034000000000413e-01,9.627706000000000319e-01,9.341038000000000396e-01,9.076085222222223248e-01
2.506690000000000055e+03,8.496614999999999585e-01,9.269053000000000431e-01,1.030434000000000072e+00,9.029622999999999955e-01,9.129701000000000066e-01,9.096073000000000075e-01,1.062284999999999924e+00,9.261236000000000468e-01,8.083966000000000207e-01,9.254828555555556502e-01
2.506940000000000055e+03,9.193858999999999781e-01,9.074727999999999684e-01,1.037028000000000061e+00,7.828753999999999991e-01,8.394253999999999882e-01,8.158944999999999670e-01,7.150663999999999909e-01,1.037929000000000102e+00,9.621220000000000327e-01,8.907999333333334047e-01
2.507200000000000273e+03,9.074276000000000009e-01,8.333224999999999660e-01,8.671079999999999899e-01,8.667169999999999597e-01,8.193932999999999911e-01,7.707939000000000318e-01,8.793750000000000178e-01,8.788428000000000351e-01,8.420168999999999571e-01,8.516663333333333030e-01
2.507449999999999818e+03,7.386329999999999840e-01,9.185402000000000289e-01,7.509253000000000178e-01,9.242150999999999561e-01,8.787709999999999688e-01,8.937273000000000023e-01,8.674399000000000415e-01,8.037876000000000465e-01,8.505304000000000197e-01,8.473966444444444024e-01
2.507710000000000036e+03,8.054976000000000358e-01,9.843802000000000385e-01,7.958880000000000399e-01,7.765929000000000304e-01,8.667890999999999790e-01,8.369039000000000339e-01,9.498402999999999707e-01,7.749593000000000176e-01,1.007459000000000104e+00,8.664789222222223364e-01
2.507969999999999800e+03,8.687793000000000321e-01,8.853695000000000315e-01,9.409591000000000482e-01,8.443165000000000253e-01,9.872982000000000147e-01,7.359347000000000527e-01,8.591714000000000295e-01,8.834412000000000376e-01,8.508381000000000416e-01,8.729008888888889484e-01
2.508220000000000255e+03,7.585819999999999785e-01,9.732971999999999735e-01,9.214482000000000506e-01,1.084748000000000046e+00,8.866308999999999996e-01,9.327178000000000413e-01,8.812413000000000052e-01,8.317757999999999541e-01,9.445662000000000225e-01,9.127785999999998845e-01
2.508480000000000018e+03,8.786264000000000296e-01,9.792811999999999628e-01,8.897551999999999683e-01,9.200806999999999736e-01,9.217294999999999794e-01,1.005989999999999940e+00,8.541539999999999688e-01,8.101177000000000517e-01,8.518480999999999970e-01,9.012869777777776648e-01
2.508739999999999782e+03,8.855131000000000530e-01,8.662189999999999612e-01,7.904672000000000365e-01,8.907285000000000341e-01,7.865547999999999984e-01,7.631637000000000004e-01,1.039698000000000011e+00,7.864847000000000365e-01,9.860609000000000179e-01,8.660988777777778314e-01
2.508989999999999782e+03,8.434914999999999496e-01,7.964940999999999827e-01,8.430906999999999707e-01,8.585365999999999831e-01,9.363051999999999486e-01,8.586452999999999447e-01,9.059728999999999699e-01,8.879658999999999747e-01,8.473032999999999815e-01,8.642006111111111277e-01
2.509250000000000000e+03,1.018510999999999944e+00,9.722319999999999851e-01,9.813758999999999677e-01,8.047682000000000446e-01,7.187687000000000381e-01,1.070073999999999970e+00,7.097175000000000011e-01,8.205525000000000180e-01,9.932963000000000209e-01,8.988106777777777889e-01
2.509510000000000218e+03,7.440271000000000523e-01,1.021287000000000056e+00,8.910839999999999872e-01,7.865168000000000159e-01,7.395275000000000043e-01,8.265206999999999971e-01,7.676479000000000497e-01,7.858287999999999940e-01,8.237668000000000212e-01,8.206896222222221926e-01
2.509760000000000218e+03,8.688103999999999827e-01,8.141251000000000460e-01,8.548187000000000424e-01,9.988169999999999549e-01,9.228560999999999570e-01,8.903058000000000360e-01,7.303735999999999562e-01,8.697198000000000428e-01,8.482659000000000171e-01,8.664547111111111644e-01
2.510019999999999982e+03,7.838401999999999870e-01,8.931784999999999863e-01,9.316575999999999746e-01,9.268781000000000381e-01,9.507061999999999458e-01,9.618592000000000253e-01,9.306735999999999898e-01,8.389976000000000100e-01,8.201057000000000485e-01,8.930996333333331982e-01
2.510279999999999745e+03,8.740221999999999714e-01,7.921470999999999929e-01,7.789603000000000499e-01,9.289600000000000080e-01,1.037881000000000054e+00,1.006910999999999889e+00,8.341412999999999744e-01,9.028294999999999515e-01,8.005615999999999843e-01,8.840459999999999985e-01
2.510530000000000200e+03,6.939674000000000120e-01,7.319784999999999764e-01,8.449229000000000323e-01,7.860606999999999456e-01,8.512754999999999628e-01,8.279763999999999458e-01,7.628397999999999568e-01,7.023903999999999703e-01,1.069034999999999958e+00,8.078273999999999733e-01
2.510789999999999964e+03,7.231262000000000523e-01,9.131278999999999924e-01,9.103061000000000069e-01,8.172962000000000282e-01,8.015872000000000552e-01,7.582562000000000468e-01,8.817161000000000026e-01,9.344139000000000195e-01,6.644029999999999658e-01,8.226925333333333645e-01
2.511050000000000182e+03,8.559484000000000536e-01,9.847875000000000378e-01,7.724187000000000136e-01,9.171308000000000238e-01,7.965071000000000234e-01,9.864336999999999689e-01,9.218102000000000240e-01,8.039349999999999552e-01,9.154670000000000307e-01,8.838264888888889281e-01
2.511299999999999727e+03,8.889643000000000406e-01,8.519168999999999770e-01,8.778209000000000151e-01,8.618616999999999528e-01,9.191880999999999524e-01,8.383863000000000287e-01,7.562980999999999732e-01,7.989901999999999838e-01,6.962283000000000222e-01,8.321838666666666606e-01
2.511559999999999945e+03,8.858013999999999610e-01,8.467943999999999471e-01,8.330216000000000287e-01,7.092981999999999898e-01,7.929675000000000473e-01,8.663629000000000469e-01,8.332053000000000376e-01,8.159172999999999565e-01,8.001040000000000374e-01,8.203858444444445119e-01
2.511820000000000164e+03,7.506614999999999815e-01,9.248062000000000227e-01,8.139728000000000518e-01,8.409841000000000122e-01,7.787813999999999570e-01,8.068279999999999896e-01,8.243369999999999864e-01,8.652024000000000381e-01,8.240587000000000328e-01,8.255146777777778722e-01
2.512079999999999927e+03,7.533429000000000375e-01,8.751246000000000302e-01,8.451292999999999722e-01,8.941934000000000271e-01,7.453866000000000103e-01,7.594771000000000161e-01,8.644292000000000087e-01,8.946496999999999922e-01,8.585390000000000521e-01,8.322524222222222878e-01
2.512340000000000146e+03,7.380689999999999751e-01,8.049374999999999725e-01,8.202371000000000523e-01,8.271098000000000061e-01,7.873512000000000288e-01,8.416162000000000365e-01,7.314791999999999961e-01,9.275236999999999510e-01,8.469718999999999998e-01,8.139217333333332860e-01
2.512589999999999691e+03,8.841887000000000496e-01,8.560915999999999526e-01,7.714233000000000340e-01,9.145708000000000171e-01,7.451166999999999652e-01,8.700183000000000222e-01,8.577702999999999856e-01,9.534190999999999638e-01,7.158835999999999533e-01,8.409424888888888949e-01
2.512849999999999909e+03,7.219008000000000091e-01,8.761976999999999682e-01,7.860945000000000293e-01,8.408736999999999462e-01,8.458225000000000326e-01,9.470077000000000078e-01,9.182238999999999818e-01,8.460351999999999872e-01,8.181173999999999946e-01,8.444748222222222545e-01
2.513110000000000127e+03,8.400402999999999620e-01,8.789312000000000236e-01,7.525709999999999900e-01,7.682139000000000051e-01,9.421912999999999538e-01,8.971938999999999886e-01,7.909114999999999895e-01,8.150697999999999555e-01,8.096826999999999774e-01,8.327561777777776619e-01
2.513369999999999891e+03,9.016003999999999685e-01,8.323199999999999488e-01,9.510777999999999732e-01,8.259033000000000069e-01,9.185592999999999675e-01,9.245784999999999698e-01,8.071800000000000086e-01,7.608251999999999793e-01,8.546175999999999773e-01,8.640735666666666814e-01
2.513630000000000109e+03,7.120988000000000318e-01,7.773750000000000382e-01,7.843820000000000237e-01,9.371992000000000100e-01,8.878359999999999586e-01,8.959601000000000370e-01,8.644844000000000417e-01,8.610094000000000358e-01,8.787222000000000088e-01,8.443407888888889712e-01
2.513880000000000109e+03,8.334652000000000172e-01,7.452185999999999533e-01,6.668629999999999836e-01,8.639582999999999569e-01,8.964469000000000465e-01,7.941511999999999460e-01,7.288523000000000085e-01,8.828517000000000170e-01,8.997180999999999651e-01,8.123916999999999389e-01
2.514139999999999873e+03,8.857390000000000541e-01,8.796988000000000030e-01,7.846906000000000159e-01,8.478991000000000167e-01,7.687669999999999781e-01,7.868644999999999667e-01,8.133553999999999506e-01,8.441191999999999585e-01,8.102270999999999779e-01,8.245956333333332999e-01
2.514400000000000091e+03,8.574753000000000513e-01,7.911915000000000475e-01,8.855460000000000553e-01,9.997954000000000008e-01,8.832773000000000430e-01,8.359491000000000005e-01,8.060530999999999668e-01,7.493144999999999945e-01,7.644551000000000540e-01,8.414508111111110855e-01
2.514660000000000309e+03,7.860059000000000351e-01,7.620843000000000478e-01,8.699470999999999732e-01,9.340064999999999618e-01,7.778669999999999751e-01,8.006368999999999847e-01,9.760157999999999889e-01,8.961677999999999589e-01,7.757768000000000441e-01,8.420564555555554165e-01
2.514920000000000073e+03,8.485008000000000550e-01,8.023057999999999579e-01,8.637983999999999662e-01,7.606441000000000452e-01,7.651620000000000088e-01,8.644302999999999848e-01,7.970975999999999617e-01,8.447677000000000103e-01,8.585469000000000017e-01,8.228059555555556903e-01
